age,yos,count
27,7,1.0
32,2,2.0
32,7,2.0
37,2,5.0
37,7,5.0
37,12,3.0
42,2,1.0
42,7,4.0
42,12,1.0
42,17,1.0
47,2,3.0
47,7,5.0
47,12,4.0
47,17,2.0
47,22,1.0
47,27,1.0
52,2,2.0
52,7,3.0
52,12,1.0
52,17,4.0
52,22,3.0
52,27,2.0
57,2,1.0
57,7,2.0
57,12,1.0
57,17,4.0
57,32,3.0
62,2,1.0
62,7,3.0
62,12,3.0
62,17,1.0
62,27,1.0
62,37,1.0
62,42,1.0
67,2,1.0
67,7,1.0
67,12,2.0
67,17,2.0
67,22,3.0
67,27,1.0
