class,year,total_payroll,admin_exp_rate,total_aal,aal_legacy,aal_new,total_ava,ava_legacy,ava_new,total_mva,mva_legacy,mva_new,total_ual_ava,ual_ava_legacy,ual_ava_new,total_ual_mva,ual_mva_legacy,ual_mva_new,fr_ava,fr_mva,defer_y1_legacy,defer_y2_legacy,defer_y3_legacy,defer_y4_legacy,defer_y1_new,defer_y2_new,defer_y3_new,defer_y4_new
all,2024,61388248000.0,0.0014000000000000002,273095060051.0,273095060051.0,0.0,212520440440.0,212520440440.0,0.0,210543258495.0,210543258495.0,0.0,60574619611.0,60574619611.0,0.0,62551801556.0,62551801556.0,0.0,0.7781921811412927,0.7709522774072934,0.0,-1977181945.0,0.0,0.0,0.0,0.0,0.0,0.0
