year,total_payroll,payroll_db_legacy,payroll_db_new,payroll_cb_new,nc_rate,nc_rate_db_legacy,nc_rate_db_new,nc_rate_cb_new,liability_gain_loss_legacy,liability_gain_loss_new,total_liability_gain_loss,dr_legacy,nc_legacy,nc_new,total_aal,aal_legacy,aal_new,total_ava,ava_legacy,ava_new,total_mva,mva_legacy,mva_new,roa,total_ual_ava,ual_ava_legacy,ual_ava_new,total_ual_mva,ual_mva_legacy,ual_mva_new,total_ual_mva_real,fr_ava,fr_mva,nc_rate_legacy,nc_rate_new,ee_nc_rate_legacy,ee_nc_rate_new,er_nc_rate_legacy,er_nc_rate_new,er_stat_base_rate,public_edu_surcharge_rate,er_stat_extra_rate,er_stat_eff_rate,amo_rate_legacy,amo_rate_new,admin_exp_rate,ee_nc_cont_legacy,ee_nc_cont_new,er_nc_cont_legacy,er_nc_cont_new,er_amo_cont_legacy,er_amo_cont_new,ben_payment_legacy,ben_payment_new,refund_legacy,refund_new,admin_exp_legacy,admin_exp_new,solv_cont,solv_cont_legacy,solv_cont_new,total_er_cont,total_er_cont_rate,tot_cont_rate,total_er_cont_real,cum_er_cont_real,all_in_cost_real,net_cf_legacy,exp_inv_income_legacy,exp_ava_legacy,asset_gain_loss_legacy,remain_defer_boy_legacy,defer_y1_legacy,aft_offset_defer_y1_legacy,defer_y2_legacy,aft_offset_defer_y2_legacy,defer_y3_legacy,aft_offset_defer_y3_legacy,defer_y4_legacy,aft_offset_defer_y4_legacy,remain_defer_eoy_legacy,net_cf_new,exp_inv_income_new,exp_ava_new,asset_gain_loss_new,remain_defer_boy_new,defer_y1_new,aft_offset_defer_y1_new,defer_y2_new,aft_offset_defer_y2_new,defer_y3_new,aft_offset_defer_y3_new,defer_y4_new,aft_offset_defer_y4_new,remain_defer_eoy_new
2024,61388248000,61388248000,0,0,0.121,0.121,0.0,0.0,0,0,0,0.07,0.0,0.0,273095060051,273095060051,0,212520440440,212520440440,0,210543258495,210543258495,0,0.127,60574619611,60574619611,0,62551801556,62551801556,0,62551801556,0.7781921811412927,0.7709522774072934,0.0,0.0,0.0825,0.0,0.0384999999999999,0.0,0.0825,0.019,0,0.094,0.0555,0.0,0.0014,4921798309,0.0,2363447547.9999995,0.0,8357139567,0.0,15258219146,0,744483839,0,84717041,0,0,0,0,10720587115,0.094,0.1765,10720587115,0,0,-445034602,13960879707.670002,213179501087.67,-2636242592.6700134,9856877831.329988,0,0,-1977181945,2564648482,0,9856877831,0,9856877831,-1977181945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
