lookup_type,age,lookup_value,term_rate
yos,52,15,0.024
yos,52,16,0.0225
yos,52,17,0.0225
yos,52,18,0.0175
yos,52,19,0.0175
yos,52,20,0.015
yos,52,21,0.0125
yos,52,22,0.0125
yos,52,23,0.0115
yos,52,24,0.0115
yos,52,25,0.01
yos,52,26,0.01
yos,52,27,0.009
yos,52,28,0.0065
yos,52,29,0.005
yos,52,30,0.005
yos,52,31,0.005
yos,52,32,0.005
yos,52,33,0.005
yos,52,34,0.005
yos,52,35,0.005
yos,52,36,0.005
yos,52,37,0.005
yos,52,38,0.005
yos,52,39,0.005
yos,52,40,0.005
yos,52,41,0.005
yos,52,42,0.005
yos,52,43,0.005
yos,52,44,0.005
yos,52,45,0.005
yos,52,46,0.005
yos,52,47,0.005
yos,52,48,0.005
yos,52,49,0.005
yos,52,50,0.005
yos,52,51,0.005
yos,52,52,0.005
yos,52,53,0.005
yos,52,54,0.005
yos,52,55,0.005
yos,52,56,0.005
yos,52,57,0.005
yos,52,58,0.005
yos,52,59,0.005
yos,52,60,0.005
yos,52,61,0.005
yos,52,62,0.005
yos,52,63,0.005
yos,52,64,0.005
yos,52,65,0.005
yos,52,66,0.005
yos,52,67,0.005
yos,52,68,0.005
yos,52,69,0.005
yos,52,70,0.005
yos,53,0,0.2299999999999999
yos,53,1,0.125
yos,53,2,0.0975
yos,53,3,0.0839999999999999
yos,53,4,0.07
yos,53,5,0.0675
yos,53,6,0.0675
yos,53,7,0.0575
yos,53,8,0.0525
yos,53,9,0.045
yos,53,10,0.0424999999999999
yos,53,11,0.0375
yos,53,12,0.0325
yos,53,13,0.0325
yos,53,14,0.0275
yos,53,15,0.024
yos,53,16,0.0225
yos,53,17,0.0225
yos,53,18,0.0175
yos,53,19,0.0175
yos,53,20,0.015
yos,53,21,0.0125
yos,53,22,0.0125
yos,53,23,0.0115
yos,53,24,0.0115
yos,53,25,0.01
yos,53,26,0.01
yos,53,27,0.009
yos,53,28,0.0065
yos,53,29,0.005
yos,53,30,0.005
yos,53,31,0.005
yos,53,32,0.005
yos,53,33,0.005
yos,53,34,0.005
yos,53,35,0.005
yos,53,36,0.005
yos,53,37,0.005
yos,53,38,0.005
yos,53,39,0.005
yos,53,40,0.005
yos,53,41,0.005
yos,53,42,0.005
yos,53,43,0.005
yos,53,44,0.005
yos,53,45,0.005
yos,53,46,0.005
yos,53,47,0.005
yos,53,48,0.005
yos,53,49,0.005
yos,53,50,0.005
yos,53,51,0.005
yos,53,52,0.005
yos,53,53,0.005
yos,53,54,0.005
yos,53,55,0.005
yos,53,56,0.005
yos,53,57,0.005
yos,53,58,0.005
yos,53,59,0.005
yos,53,60,0.005
yos,53,61,0.005
yos,53,62,0.005
yos,53,63,0.005
yos,53,64,0.005
yos,53,65,0.005
yos,53,66,0.005
yos,53,67,0.005
yos,53,68,0.005
yos,53,69,0.005
yos,53,70,0.005
yos,54,0,0.2299999999999999
yos,54,1,0.125
yos,54,2,0.0975
yos,54,3,0.0839999999999999
yos,54,4,0.07
yos,54,5,0.0675
yos,54,6,0.0675
yos,54,7,0.0575
yos,54,8,0.0525
yos,54,9,0.045
yos,54,10,0.0424999999999999
yos,54,11,0.0375
yos,54,12,0.0325
yos,54,13,0.0325
yos,54,14,0.0275
yos,54,15,0.024
yos,54,16,0.0225
yos,54,17,0.0225
yos,54,18,0.0175
yos,54,19,0.0175
yos,54,20,0.015
yos,54,21,0.0125
yos,54,22,0.0125
yos,54,23,0.0115
yos,54,24,0.0115
yos,54,25,0.01
yos,54,26,0.01
yos,54,27,0.009
yos,54,28,0.0065
yos,54,29,0.005
yos,54,30,0.005
yos,54,31,0.005
yos,54,32,0.005
yos,54,33,0.005
yos,54,34,0.005
yos,54,35,0.005
yos,54,36,0.005
yos,54,37,0.005
yos,54,38,0.005
yos,54,39,0.005
yos,54,40,0.005
yos,54,41,0.005
yos,54,42,0.005
yos,54,43,0.005
yos,54,44,0.005
yos,54,45,0.005
yos,54,46,0.005
yos,54,47,0.005
yos,54,48,0.005
yos,54,49,0.005
yos,54,50,0.005
yos,54,51,0.005
yos,54,52,0.005
yos,54,53,0.005
yos,54,54,0.005
yos,54,55,0.005
yos,54,56,0.005
yos,54,57,0.005
yos,54,58,0.005
yos,54,59,0.005
yos,54,60,0.005
yos,54,61,0.005
yos,54,62,0.005
yos,54,63,0.005
yos,54,64,0.005
yos,54,65,0.005
yos,54,66,0.005
yos,54,67,0.005
yos,54,68,0.005
yos,54,69,0.005
yos,54,70,0.005
yos,55,0,0.285
yos,55,1,0.125
yos,55,2,0.095
yos,55,3,0.0839999999999999
yos,55,4,0.07
yos,55,5,0.0675
yos,55,6,0.0675
yos,55,7,0.0575
yos,55,8,0.0475
yos,55,9,0.045
yos,55,10,0.0375
yos,55,11,0.035
yos,55,12,0.0325
yos,55,13,0.03
yos,55,14,0.0275
yos,55,15,0.0265
yos,55,16,0.0225
yos,55,17,0.0225
yos,55,18,0.02
yos,55,19,0.02
yos,55,20,0.0175
yos,55,21,0.0139999999999999
yos,55,22,0.0139999999999999
yos,55,23,0.0115
yos,55,24,0.0115
yos,55,25,0.01
yos,55,26,0.01
yos,55,27,0.009
yos,55,28,0.0065
yos,55,29,0.005
yos,55,30,0.005
yos,55,31,0.005
yos,55,32,0.005
yos,55,33,0.005
yos,55,34,0.005
yos,55,35,0.005
yos,55,36,0.005
yos,55,37,0.005
yos,55,38,0.005
yos,55,39,0.005
yos,55,40,0.005
yos,55,41,0.005
yos,55,42,0.005
yos,55,43,0.005
yos,55,44,0.005
yos,55,45,0.005
yos,55,46,0.005
yos,55,47,0.005
yos,55,48,0.005
yos,55,49,0.005
yos,55,50,0.005
yos,55,51,0.005
yos,55,52,0.005
yos,55,53,0.005
yos,55,54,0.005
yos,55,55,0.005
yos,55,56,0.005
yos,55,57,0.005
yos,55,58,0.005
yos,55,59,0.005
yos,55,60,0.005
yos,55,61,0.005
yos,55,62,0.005
yos,55,63,0.005
yos,55,64,0.005
yos,55,65,0.005
yos,55,66,0.005
yos,55,67,0.005
yos,55,68,0.005
yos,55,69,0.005
yos,55,70,0.005
yos,56,0,0.285
yos,56,1,0.125
yos,56,2,0.095
yos,56,3,0.0839999999999999
yos,56,4,0.07
yos,56,5,0.0675
yos,56,6,0.0675
yos,56,7,0.0575
yos,56,8,0.0475
yos,56,9,0.045
yos,56,10,0.0375
yos,56,11,0.035
yos,56,12,0.0325
yos,56,13,0.03
yos,56,14,0.0275
yos,56,15,0.0265
yos,56,16,0.0225
yos,56,17,0.0225
yos,56,18,0.02
yos,56,19,0.02
yos,56,20,0.0175
yos,56,21,0.0139999999999999
yos,56,22,0.0139999999999999
yos,56,23,0.0115
yos,56,24,0.0115
yos,56,25,0.01
yos,56,26,0.01
yos,56,27,0.009
yos,56,28,0.0065
yos,56,29,0.005
yos,56,30,0.005
yos,56,31,0.005
yos,56,32,0.005
yos,56,33,0.005
yos,56,34,0.005
yos,56,35,0.005
yos,56,36,0.005
yos,56,37,0.005
yos,56,38,0.005
yos,56,39,0.005
yos,56,40,0.005
yos,56,41,0.005
yos,56,42,0.005
yos,56,43,0.005
yos,56,44,0.005
yos,56,45,0.005
yos,56,46,0.005
yos,56,47,0.005
yos,56,48,0.005
yos,56,49,0.005
yos,56,50,0.005
yos,56,51,0.005
yos,56,52,0.005
yos,56,53,0.005
yos,56,54,0.005
yos,56,55,0.005
yos,56,56,0.005
yos,56,57,0.005
yos,56,58,0.005
yos,56,59,0.005
yos,56,60,0.005
yos,56,61,0.005
yos,56,62,0.005
yos,56,63,0.005
yos,56,64,0.005
yos,56,65,0.005
yos,56,66,0.005
yos,56,67,0.005
yos,56,68,0.005
yos,56,69,0.005
yos,56,70,0.005
yos,57,0,0.285
yos,57,1,0.125
yos,57,2,0.095
yos,57,3,0.0839999999999999
yos,57,4,0.07
yos,57,5,0.0675
yos,57,6,0.0675
yos,57,7,0.0575
yos,57,8,0.0475
yos,57,9,0.045
yos,57,10,0.0375
yos,57,11,0.035
yos,57,12,0.0325
yos,57,13,0.03
yos,57,14,0.0275
yos,57,15,0.0265
yos,57,16,0.0225
yos,57,17,0.0225
yos,57,18,0.02
yos,57,19,0.02
yos,57,20,0.0175
yos,57,21,0.0139999999999999
yos,57,22,0.0139999999999999
yos,57,23,0.0115
yos,57,24,0.0115
yos,57,25,0.01
yos,57,26,0.01
yos,57,27,0.009
yos,57,28,0.0065
yos,57,29,0.005
yos,57,30,0.005
yos,57,31,0.005
yos,57,32,0.005
yos,57,33,0.005
yos,57,34,0.005
yos,57,35,0.005
yos,57,36,0.005
yos,57,37,0.005
yos,57,38,0.005
yos,57,39,0.005
yos,57,40,0.005
yos,57,41,0.005
yos,57,42,0.005
yos,57,43,0.005
yos,57,44,0.005
yos,57,45,0.005
yos,57,46,0.005
yos,57,47,0.005
yos,57,48,0.005
yos,57,49,0.005
yos,57,50,0.005
yos,57,51,0.005
yos,57,52,0.005
yos,57,53,0.005
yos,57,54,0.005
yos,57,55,0.005
yos,57,56,0.005
yos,57,57,0.005
yos,57,58,0.005
yos,57,59,0.005
yos,57,60,0.005
yos,57,61,0.005
yos,57,62,0.005
yos,57,63,0.005
yos,57,64,0.005
yos,57,65,0.005
yos,57,66,0.005
yos,57,67,0.005
yos,57,68,0.005
yos,57,69,0.005
yos,57,70,0.005
yos,58,0,0.285
yos,58,1,0.125
yos,58,2,0.095
yos,58,3,0.0839999999999999
yos,58,4,0.07
yos,58,5,0.0675
yos,58,6,0.0675
yos,58,7,0.0575
yos,58,8,0.0475
yos,58,9,0.045
yos,58,10,0.0375
yos,58,11,0.035
yos,58,12,0.0325
yos,58,13,0.03
yos,58,14,0.0275
yos,58,15,0.0265
yos,58,16,0.0225
yos,58,17,0.0225
yos,58,18,0.02
yos,58,19,0.02
yos,58,20,0.0175
yos,58,21,0.0139999999999999
yos,58,22,0.0139999999999999
yos,58,23,0.0115
yos,58,24,0.0115
yos,58,25,0.01
yos,58,26,0.01
yos,58,27,0.009
yos,58,28,0.0065
yos,58,29,0.005
yos,58,30,0.005
yos,58,31,0.005
yos,58,32,0.005
yos,58,33,0.005
yos,58,34,0.005
yos,58,35,0.005
yos,58,36,0.005
yos,58,37,0.005
yos,58,38,0.005
yos,58,39,0.005
yos,58,40,0.005
yos,58,41,0.005
yos,58,42,0.005
yos,58,43,0.005
yos,58,44,0.005
yos,58,45,0.005
yos,58,46,0.005
yos,58,47,0.005
yos,58,48,0.005
yos,58,49,0.005
yos,58,50,0.005
yos,58,51,0.005
yos,58,52,0.005
yos,58,53,0.005
yos,58,54,0.005
yos,58,55,0.005
yos,58,56,0.005
yos,58,57,0.005
yos,58,58,0.005
yos,58,59,0.005
yos,58,60,0.005
yos,58,61,0.005
yos,58,62,0.005
yos,58,63,0.005
yos,58,64,0.005
yos,58,65,0.005
yos,58,66,0.005
yos,58,67,0.005
yos,58,68,0.005
yos,58,69,0.005
yos,58,70,0.005
yos,59,0,0.285
yos,59,1,0.125
yos,59,2,0.095
yos,59,3,0.0839999999999999
yos,59,4,0.07
yos,59,5,0.0675
yos,59,6,0.0675
yos,59,7,0.0575
yos,59,8,0.0475
yos,59,9,0.045
yos,59,10,0.0375
yos,59,11,0.035
yos,59,12,0.0325
yos,59,13,0.03
yos,59,14,0.0275
yos,59,15,0.0265
yos,59,16,0.0225
yos,59,17,0.0225
yos,59,18,0.02
yos,59,19,0.02
yos,59,20,0.0175
yos,59,21,0.0139999999999999
yos,59,22,0.0139999999999999
yos,59,23,0.0115
yos,59,24,0.0115
yos,59,25,0.01
yos,59,26,0.01
yos,59,27,0.009
yos,59,28,0.0065
yos,59,29,0.005
yos,59,30,0.005
yos,59,31,0.005
yos,59,32,0.005
yos,59,33,0.005
yos,59,34,0.005
yos,59,35,0.005
yos,59,36,0.005
yos,59,37,0.005
yos,59,38,0.005
yos,59,39,0.005
yos,59,40,0.005
yos,59,41,0.005
yos,59,42,0.005
yos,59,43,0.005
yos,59,44,0.005
yos,59,45,0.005
yos,59,46,0.005
yos,59,47,0.005
yos,59,48,0.005
yos,59,49,0.005
yos,59,50,0.005
yos,59,51,0.005
yos,59,52,0.005
yos,59,53,0.005
yos,59,54,0.005
yos,59,55,0.005
yos,59,56,0.005
yos,59,57,0.005
yos,59,58,0.005
yos,59,59,0.005
yos,59,60,0.005
yos,59,61,0.005
yos,59,62,0.005
yos,59,63,0.005
yos,59,64,0.005
yos,59,65,0.005
yos,59,66,0.005
yos,59,67,0.005
yos,59,68,0.005
yos,59,69,0.005
yos,59,70,0.005
yos,60,0,0.285
yos,60,1,0.125
yos,60,2,0.095
yos,60,3,0.0839999999999999
yos,60,4,0.07
yos,60,5,0.0675
yos,60,6,0.0675
yos,60,7,0.0575
yos,60,8,0.0475
yos,60,9,0.045
yos,60,10,0.0375
yos,60,11,0.035
yos,60,12,0.0325
yos,60,13,0.03
yos,60,14,0.0275
yos,60,15,0.0265
yos,60,16,0.0225
yos,60,17,0.0225
yos,60,18,0.02
yos,60,19,0.02
yos,60,20,0.0175
yos,60,21,0.0139999999999999
yos,60,22,0.0139999999999999
yos,60,23,0.0115
yos,60,24,0.0115
yos,60,25,0.01
yos,60,26,0.01
yos,60,27,0.009
yos,60,28,0.0065
yos,60,29,0.005
yos,60,30,0.005
yos,60,31,0.005
yos,60,32,0.005
yos,60,33,0.005
yos,60,34,0.005
yos,60,35,0.005
yos,60,36,0.005
yos,60,37,0.005
yos,60,38,0.005
yos,60,39,0.005
yos,60,40,0.005
yos,60,41,0.005
yos,60,42,0.005
yos,60,43,0.005
yos,60,44,0.005
yos,60,45,0.005
yos,60,46,0.005
yos,60,47,0.005
yos,60,48,0.005
yos,60,49,0.005
yos,60,50,0.005
yos,60,51,0.005
yos,60,52,0.005
yos,60,53,0.005
yos,60,54,0.005
yos,60,55,0.005
yos,60,56,0.005
yos,60,57,0.005
yos,60,58,0.005
yos,60,59,0.005
yos,60,60,0.005
yos,60,61,0.005
yos,60,62,0.005
yos,60,63,0.005
yos,60,64,0.005
yos,60,65,0.005
yos,60,66,0.005
yos,60,67,0.005
yos,60,68,0.005
yos,60,69,0.005
yos,60,70,0.005
yos,61,0,0.285
yos,61,1,0.125
yos,61,2,0.095
yos,61,3,0.0839999999999999
yos,61,4,0.07
yos,61,5,0.0675
yos,61,6,0.0675
yos,61,7,0.0575
yos,61,8,0.0475
yos,61,9,0.045
yos,61,10,0.0375
yos,61,11,0.035
yos,61,12,0.0325
yos,61,13,0.03
yos,61,14,0.0275
yos,61,15,0.0265
yos,61,16,0.0225
yos,61,17,0.0225
yos,61,18,0.02
yos,61,19,0.02
yos,61,20,0.0175
yos,61,21,0.0139999999999999
yos,61,22,0.0139999999999999
yos,61,23,0.0115
yos,61,24,0.0115
yos,61,25,0.01
yos,61,26,0.01
yos,61,27,0.009
yos,61,28,0.0065
yos,61,29,0.005
yos,61,30,0.005
yos,61,31,0.005
yos,61,32,0.005
yos,61,33,0.005
yos,61,34,0.005
yos,61,35,0.005
yos,61,36,0.005
yos,61,37,0.005
yos,61,38,0.005
yos,61,39,0.005
yos,61,40,0.005
yos,61,41,0.005
yos,61,42,0.005
yos,61,43,0.005
yos,61,44,0.005
yos,61,45,0.005
yos,61,46,0.005
yos,61,47,0.005
yos,61,48,0.005
yos,61,49,0.005
yos,61,50,0.005
yos,61,51,0.005
yos,61,52,0.005
yos,61,53,0.005
yos,61,54,0.005
yos,61,55,0.005
yos,61,56,0.005
yos,61,57,0.005
yos,61,58,0.005
yos,61,59,0.005
yos,61,60,0.005
yos,61,61,0.005
yos,61,62,0.005
yos,61,63,0.005
yos,61,64,0.005
yos,61,65,0.005
yos,61,66,0.005
yos,61,67,0.005
yos,61,68,0.005
yos,61,69,0.005
yos,61,70,0.005
yos,62,0,0.285
yos,62,1,0.125
yos,62,2,0.095
yos,62,3,0.0839999999999999
yos,62,4,0.07
yos,62,5,0.0675
yos,62,6,0.0675
yos,62,7,0.0575
yos,62,8,0.0475
yos,62,9,0.045
yos,62,10,0.0375
yos,62,11,0.035
yos,62,12,0.0325
yos,62,13,0.03
yos,62,14,0.0275
yos,62,15,0.0265
yos,62,16,0.0225
yos,62,17,0.0225
yos,62,18,0.02
yos,62,19,0.02
yos,62,20,0.0175
yos,62,21,0.0139999999999999
yos,62,22,0.0139999999999999
yos,62,23,0.0115
yos,62,24,0.0115
yos,62,25,0.01
yos,62,26,0.01
yos,62,27,0.009
yos,62,28,0.0065
yos,62,29,0.005
yos,62,30,0.005
yos,62,31,0.005
yos,62,32,0.005
yos,62,33,0.005
yos,62,34,0.005
yos,62,35,0.005
yos,62,36,0.005
yos,62,37,0.005
yos,62,38,0.005
yos,62,39,0.005
yos,62,40,0.005
yos,62,41,0.005
yos,62,42,0.005
yos,62,43,0.005
yos,62,44,0.005
yos,62,45,0.005
yos,62,46,0.005
yos,62,47,0.005
yos,62,48,0.005
yos,62,49,0.005
yos,62,50,0.005
yos,62,51,0.005
yos,62,52,0.005
yos,62,53,0.005
yos,62,54,0.005
yos,62,55,0.005
yos,62,56,0.005
yos,62,57,0.005
yos,62,58,0.005
yos,62,59,0.005
yos,62,60,0.005
yos,62,61,0.005
yos,62,62,0.005
yos,62,63,0.005
yos,62,64,0.005
yos,62,65,0.005
yos,62,66,0.005
yos,62,67,0.005
yos,62,68,0.005
yos,62,69,0.005
yos,62,70,0.005
yos,63,0,0.285
yos,63,1,0.125
yos,63,2,0.095
yos,63,3,0.0839999999999999
yos,63,4,0.07
yos,63,5,0.0675
yos,63,6,0.0675
yos,63,7,0.0575
yos,63,8,0.0475
yos,63,9,0.045
yos,63,10,0.0375
yos,63,11,0.035
yos,63,12,0.0325
yos,63,13,0.03
yos,63,14,0.0275
yos,63,15,0.0265
yos,63,16,0.0225
yos,63,17,0.0225
yos,63,18,0.02
yos,63,19,0.02
yos,63,20,0.0175
yos,63,21,0.0139999999999999
yos,63,22,0.0139999999999999
yos,63,23,0.0115
yos,63,24,0.0115
yos,63,25,0.01
yos,63,26,0.01
yos,63,27,0.009
yos,63,28,0.0065
yos,63,29,0.005
yos,63,30,0.005
yos,63,31,0.005
yos,63,32,0.005
yos,63,33,0.005
yos,63,34,0.005
yos,63,35,0.005
yos,63,36,0.005
yos,63,37,0.005
yos,63,38,0.005
yos,63,39,0.005
yos,63,40,0.005
yos,63,41,0.005
yos,63,42,0.005
yos,63,43,0.005
yos,63,44,0.005
yos,63,45,0.005
yos,63,46,0.005
yos,63,47,0.005
yos,63,48,0.005
yos,63,49,0.005
yos,63,50,0.005
yos,63,51,0.005
yos,63,52,0.005
yos,63,53,0.005
yos,63,54,0.005
yos,63,55,0.005
yos,63,56,0.005
yos,63,57,0.005
yos,63,58,0.005
yos,63,59,0.005
yos,63,60,0.005
yos,63,61,0.005
yos,63,62,0.005
yos,63,63,0.005
yos,63,64,0.005
yos,63,65,0.005
yos,63,66,0.005
yos,63,67,0.005
yos,63,68,0.005
yos,63,69,0.005
yos,63,70,0.005
yos,64,0,0.285
yos,64,1,0.125
yos,64,2,0.095
yos,64,3,0.0839999999999999
yos,64,4,0.07
yos,64,5,0.0675
yos,64,6,0.0675
yos,64,7,0.0575
yos,64,8,0.0475
yos,64,9,0.045
yos,64,10,0.0375
yos,64,11,0.035
yos,64,12,0.0325
yos,64,13,0.03
yos,64,14,0.0275
yos,64,15,0.0265
yos,64,16,0.0225
yos,64,17,0.0225
yos,64,18,0.02
yos,64,19,0.02
yos,64,20,0.0175
yos,64,21,0.0139999999999999
yos,64,22,0.0139999999999999
yos,64,23,0.0115
yos,64,24,0.0115
yos,64,25,0.01
yos,64,26,0.01
yos,64,27,0.009
yos,64,28,0.0065
yos,64,29,0.005
yos,64,30,0.005
yos,64,31,0.005
yos,64,32,0.005
yos,64,33,0.005
yos,64,34,0.005
yos,64,35,0.005
yos,64,36,0.005
yos,64,37,0.005
yos,64,38,0.005
yos,64,39,0.005
yos,64,40,0.005
yos,64,41,0.005
yos,64,42,0.005
yos,64,43,0.005
yos,64,44,0.005
yos,64,45,0.005
yos,64,46,0.005
yos,64,47,0.005
yos,64,48,0.005
yos,64,49,0.005
yos,64,50,0.005
yos,64,51,0.005
yos,64,52,0.005
yos,64,53,0.005
yos,64,54,0.005
yos,64,55,0.005
yos,64,56,0.005
yos,64,57,0.005
yos,64,58,0.005
yos,64,59,0.005
yos,64,60,0.005
yos,64,61,0.005
yos,64,62,0.005
yos,64,63,0.005
yos,64,64,0.005
yos,64,65,0.005
yos,64,66,0.005
yos,64,67,0.005
yos,64,68,0.005
yos,64,69,0.005
yos,64,70,0.005
yos,65,0,0.285
yos,65,1,0.125
yos,65,2,0.095
yos,65,3,0.0839999999999999
yos,65,4,0.07
yos,65,5,0.0675
yos,65,6,0.0675
yos,65,7,0.0575
yos,65,8,0.0475
yos,65,9,0.045
yos,65,10,0.0375
yos,65,11,0.035
yos,65,12,0.0325
yos,65,13,0.03
yos,65,14,0.0275
yos,65,15,0.0265
yos,65,16,0.0225
yos,65,17,0.0225
yos,65,18,0.02
yos,65,19,0.02
yos,65,20,0.0175
yos,65,21,0.0139999999999999
yos,65,22,0.0139999999999999
yos,65,23,0.0115
yos,65,24,0.0115
yos,65,25,0.01
yos,65,26,0.01
yos,65,27,0.009
yos,65,28,0.0065
yos,65,29,0.005
yos,65,30,0.005
yos,65,31,0.005
yos,65,32,0.005
yos,65,33,0.005
yos,65,34,0.005
yos,65,35,0.005
yos,65,36,0.005
yos,65,37,0.005
yos,65,38,0.005
yos,65,39,0.005
yos,65,40,0.005
yos,65,41,0.005
yos,65,42,0.005
yos,65,43,0.005
yos,65,44,0.005
yos,65,45,0.005
yos,65,46,0.005
yos,65,47,0.005
yos,65,48,0.005
yos,65,49,0.005
yos,65,50,0.005
yos,65,51,0.005
yos,65,52,0.005
yos,65,53,0.005
yos,65,54,0.005
yos,65,55,0.005
yos,65,56,0.005
yos,65,57,0.005
yos,65,58,0.005
yos,65,59,0.005
yos,65,60,0.005
yos,65,61,0.005
yos,65,62,0.005
yos,65,63,0.005
yos,65,64,0.005
yos,65,65,0.005
yos,65,66,0.005
yos,65,67,0.005
yos,65,68,0.005
yos,65,69,0.005
yos,65,70,0.005
yos,66,0,0.285
yos,66,1,0.125
yos,66,2,0.095
yos,66,3,0.0839999999999999
yos,66,4,0.07
yos,66,5,0.0675
yos,66,6,0.0675
yos,66,7,0.0575
yos,66,8,0.0475
yos,66,9,0.045
yos,66,10,0.0375
yos,66,11,0.035
yos,66,12,0.0325
yos,66,13,0.03
yos,66,14,0.0275
yos,66,15,0.0265
yos,66,16,0.0225
yos,66,17,0.0225
yos,66,18,0.02
yos,66,19,0.02
yos,66,20,0.0175
yos,66,21,0.0139999999999999
yos,66,22,0.0139999999999999
yos,66,23,0.0115
yos,66,24,0.0115
yos,66,25,0.01
yos,66,26,0.01
yos,66,27,0.009
yos,66,28,0.0065
yos,66,29,0.005
yos,66,30,0.005
yos,66,31,0.005
yos,66,32,0.005
yos,66,33,0.005
yos,66,34,0.005
yos,66,35,0.005
yos,66,36,0.005
yos,66,37,0.005
yos,66,38,0.005
yos,66,39,0.005
yos,66,40,0.005
yos,66,41,0.005
yos,66,42,0.005
yos,66,43,0.005
yos,66,44,0.005
yos,66,45,0.005
yos,66,46,0.005
yos,66,47,0.005
yos,66,48,0.005
yos,66,49,0.005
yos,66,50,0.005
yos,66,51,0.005
yos,66,52,0.005
yos,66,53,0.005
yos,66,54,0.005
yos,66,55,0.005
yos,66,56,0.005
yos,66,57,0.005
yos,66,58,0.005
yos,66,59,0.005
yos,66,60,0.005
yos,66,61,0.005
yos,66,62,0.005
yos,66,63,0.005
yos,66,64,0.005
yos,66,65,0.005
yos,66,66,0.005
yos,66,67,0.005
yos,66,68,0.005
yos,66,69,0.005
yos,66,70,0.005
yos,67,0,0.285
yos,67,1,0.125
yos,67,2,0.095
yos,67,3,0.0839999999999999
yos,67,4,0.07
yos,67,5,0.0675
yos,67,6,0.0675
yos,67,7,0.0575
yos,67,8,0.0475
yos,67,9,0.045
yos,67,10,0.0375
yos,67,11,0.035
yos,67,12,0.0325
yos,67,13,0.03
yos,67,14,0.0275
yos,67,15,0.0265
yos,67,16,0.0225
yos,67,17,0.0225
yos,67,18,0.02
yos,67,19,0.02
yos,67,20,0.0175
yos,67,21,0.0139999999999999
yos,67,22,0.0139999999999999
yos,67,23,0.0115
yos,67,24,0.0115
yos,67,25,0.01
yos,67,26,0.01
yos,67,27,0.009
yos,67,28,0.0065
yos,67,29,0.005
yos,67,30,0.005
yos,67,31,0.005
yos,67,32,0.005
yos,67,33,0.005
yos,67,34,0.005
yos,67,35,0.005
yos,67,36,0.005
yos,67,37,0.005
yos,67,38,0.005
yos,67,39,0.005
yos,67,40,0.005
yos,67,41,0.005
yos,67,42,0.005
yos,67,43,0.005
yos,67,44,0.005
yos,67,45,0.005
yos,67,46,0.005
yos,67,47,0.005
yos,67,48,0.005
yos,67,49,0.005
yos,67,50,0.005
yos,67,51,0.005
yos,67,52,0.005
yos,67,53,0.005
yos,67,54,0.005
yos,67,55,0.005
yos,67,56,0.005
yos,67,57,0.005
yos,67,58,0.005
yos,67,59,0.005
yos,67,60,0.005
yos,67,61,0.005
yos,67,62,0.005
yos,67,63,0.005
yos,67,64,0.005
yos,67,65,0.005
yos,67,66,0.005
yos,67,67,0.005
yos,67,68,0.005
yos,67,69,0.005
yos,67,70,0.005
yos,68,0,0.285
yos,68,1,0.125
yos,68,2,0.095
yos,68,3,0.0839999999999999
yos,68,4,0.07
yos,68,5,0.0675
yos,68,6,0.0675
yos,68,7,0.0575
yos,68,8,0.0475
yos,68,9,0.045
yos,68,10,0.0375
yos,68,11,0.035
yos,68,12,0.0325
yos,68,13,0.03
yos,68,14,0.0275
yos,68,15,0.0265
yos,68,16,0.0225
yos,68,17,0.0225
yos,68,18,0.02
yos,68,19,0.02
yos,68,20,0.0175
yos,68,21,0.0139999999999999
yos,68,22,0.0139999999999999
yos,68,23,0.0115
yos,68,24,0.0115
yos,68,25,0.01
yos,68,26,0.01
yos,68,27,0.009
yos,68,28,0.0065
yos,68,29,0.005
yos,68,30,0.005
yos,68,31,0.005
yos,68,32,0.005
yos,68,33,0.005
yos,68,34,0.005
yos,68,35,0.005
yos,68,36,0.005
yos,68,37,0.005
yos,68,38,0.005
yos,68,39,0.005
yos,68,40,0.005
yos,68,41,0.005
yos,68,42,0.005
yos,68,43,0.005
yos,68,44,0.005
yos,68,45,0.005
yos,68,46,0.005
yos,68,47,0.005
yos,68,48,0.005
yos,68,49,0.005
yos,68,50,0.005
yos,68,51,0.005
yos,68,52,0.005
yos,68,53,0.005
yos,68,54,0.005
yos,68,55,0.005
yos,68,56,0.005
yos,68,57,0.005
yos,68,58,0.005
yos,68,59,0.005
yos,68,60,0.005
yos,68,61,0.005
yos,68,62,0.005
yos,68,63,0.005
yos,68,64,0.005
yos,68,65,0.005
yos,68,66,0.005
yos,68,67,0.005
yos,68,68,0.005
yos,68,69,0.005
yos,68,70,0.005
yos,69,0,0.285
yos,69,1,0.125
yos,69,2,0.095
yos,69,3,0.0839999999999999
yos,69,4,0.07
yos,69,5,0.0675
yos,69,6,0.0675
yos,69,7,0.0575
yos,69,8,0.0475
yos,69,9,0.045
yos,69,10,0.0375
yos,69,11,0.035
yos,69,12,0.0325
yos,69,13,0.03
yos,69,14,0.0275
yos,69,15,0.0265
yos,69,16,0.0225
yos,69,17,0.0225
yos,69,18,0.02
yos,69,19,0.02
yos,69,20,0.0175
yos,69,21,0.0139999999999999
yos,69,22,0.0139999999999999
yos,69,23,0.0115
yos,69,24,0.0115
yos,69,25,0.01
yos,69,26,0.01
yos,69,27,0.009
yos,69,28,0.0065
yos,69,29,0.005
yos,69,30,0.005
yos,69,31,0.005
