age,yos,count
32,2,1.0
37,2,13.0
37,7,8.0
37,12,11.0
42,2,18.0
42,7,16.0
42,12,12.0
42,17,11.0
47,2,14.0
47,7,24.0
47,12,15.0
47,17,21.0
47,22,20.0
52,2,18.0
52,7,20.0
52,12,30.0
52,17,29.0
52,22,32.0
52,27,25.0
52,32,1.0
57,2,6.0
57,7,26.0
57,12,21.0
57,17,20.0
57,22,31.0
57,27,23.0
57,32,10.0
62,2,3.0
62,7,18.0
62,12,29.0
62,17,25.0
62,22,26.0
62,27,19.0
62,32,9.0
62,37,5.0
67,2,2.0
67,7,8.0
67,12,15.0
67,17,12.0
67,22,11.0
67,27,4.0
67,32,2.0
67,37,2.0
67,42,3.0
