age,gender,member_type,table,qx
97,male,retiree,txtrs_av_av_first,0.3462661144021932
98,male,retiree,txtrs_av_av_first,0.3697081557888122
99,male,retiree,txtrs_av_av_first,0.3861142744930665
100,male,retiree,txtrs_av_av_first,0.39284103757657884
101,male,retiree,txtrs_av_av_first,0.3936894150820125
102,male,retiree,txtrs_av_av_first,0.3940753939441649
103,male,retiree,txtrs_av_av_first,0.3941137257535522
104,male,retiree,txtrs_av_av_first,0.39392036577871903
105,male,retiree,txtrs_av_av_first,0.39361162072706113
106,male,retiree,txtrs_av_av_first,0.3933036370989874
107,male,retiree,txtrs_av_av_first,0.39311223211977886
108,male,retiree,txtrs_av_av_first,0.39315306642543646
109,male,retiree,txtrs_av_av_first,0.3935421576926707
110,male,retiree,txtrs_av_av_first,0.3943967372345246
111,male,retiree,txtrs_av_av_first,0.4006230448748742
112,male,retiree,txtrs_av_av_first,0.4167825412150868
113,male,retiree,txtrs_av_av_first,0.4429202305113721
114,male,retiree,txtrs_av_av_first,0.47957369684617657
115,male,retiree,txtrs_av_av_first,0.5276797931098611
116,male,retiree,txtrs_av_av_first,0.5897903000867131
117,male,retiree,txtrs_av_av_first,0.6664272227415785
118,male,retiree,txtrs_av_av_first,0.7592891696719634
119,male,retiree,txtrs_av_av_first,0.8700265084195581
120,male,retiree,txtrs_av_av_first,1.0
