entry_age,start_salary,entrant_dist
20,36206.5,0.11406717058148881
25,49534.5,0.11212782097477716
30,51600.0,0.19362114274877407
35,51405.0,0.13553547722901033
40,50815.0,0.11837934491073122
45,49963.5,0.09871718457912275
50,48636.5,0.08159040213847724
55,46612.5,0.06590176370187749
60,44185.0,0.04833924846251795
65,41086.5,0.03172044467322298
