fy,payroll,payroll_DB_legacy,payroll_DB_new,payroll_CB_new,nc_rate,nc_rate_DB_legacy,nc_rate_DB_new,nc_rate_CB_new,liability_gain_loss_legacy,liability_gain_loss_new,liability_gain_loss,DR,nc_legacy,nc_new,AAL,AAL_legacy,AAL_new,AVA,AVA_legacy,AVA_new,MVA,MVA_legacy,MVA_new,ROA,UAL_AVA,UAL_AVA_legacy,UAL_AVA_new,UAL_MVA,UAL_MVA_legacy,UAL_MVA_new,UAL_MVA_real,FR_AVA,FR_MVA,nc_rate_legacy,nc_rate_new,ee_nc_rate_legacy,ee_nc_rate_new,er_nc_rate_legacy,er_nc_rate_new,er_stat_base_rate,public_edu_surcharge_rate,er_stat_extra_rate,er_stat_eff_rate,amo_rate_legacy,amo_rate_new,admin_exp_rate,ee_nc_cont_legacy,ee_nc_cont_new,er_nc_cont_legacy,er_nc_cont_new,er_amo_cont_legacy,er_amo_cont_new,ben_payment_legacy,ben_payment_new,refund_legacy,refund_new,admin_exp_legacy,admin_exp_new,solv_cont,solv_cont_legacy,solv_cont_new,er_cont,er_cont_rate,tot_cont_rate,er_cont_real,cum_er_cont_real,all_in_cost_real,net_cf_legacy,exp_inv_income_legacy,exp_AVA_legacy,asset_gain_loss_legacy,remain_defer_boy_legacy,defer_y1_legacy,aft_offset_defer_y1_legacy,defer_y2_legacy,aft_offset_defer_y2_legacy,defer_y3_legacy,aft_offset_defer_y3_legacy,defer_y4_legacy,aft_offset_defer_y4_legacy,remain_defer_eoy_legacy,net_cf_new,exp_inv_income_new,exp_AVA_new,asset_gain_loss_new,remain_defer_boy_new,defer_y1_new,aft_offset_defer_y1_new,defer_y2_new,aft_offset_defer_y2_new,defer_y3_new,aft_offset_defer_y3_new,defer_y4_new,aft_offset_defer_y4_new,remain_defer_eoy_new
2024,61388248000,61388248000,0,0,0.121,0.121,0.0,0.0,0,0,0,0.07,0.0,0.0,273095060051,273095060051,0,212520440440,212520440440,0,210543258495,210543258495,0,0.127,60574619611,60574619611,0,62551801556,62551801556,0,62551801556,0.7781921811412927,0.7709522774072934,0.0,0.0,0.0825,0.0,0.0384999999999999,0.0,0.0825,0.019,0,0.094,0.0555,0.0,0.0014,4921798309,0.0,2363447547.9999995,0.0,8357139567,0.0,15258219146,0,744483839,0,84717041,0,0,0,0,10720587115,0.094,0.1765,10720587115,0,0,-445034602,13960879707.670002,213179501087.67,-2636242592.6700134,9856877831.329988,0,0,-1977181945,2564648482,0,9856877831,0,9856877831,-1977181945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
