"age","2","7","12","17","22","27","32","37","42","47","52"
20,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0
27,142,11,0,0,0,0,0,0,0,0,0
32,157,209,15,2,0,0,0,0,0,0,0
37,87,252,177,50,2,0,0,0,0,0,0
42,58,100,145,242,61,2,0,0,0,0,0
47,57,88,98,189,255,87,1,0,0,0,0
52,60,72,85,145,256,321,73,2,0,0,0
57,60,77,87,129,153,225,125,15,1,0,0
62,39,75,71,87,71,94,38,31,6,0,0
67,7,25,38,48,42,27,19,17,8,5,0
