age,2,7,12,17,22,27,32,37,42,47,52
20,139,,,,,,,,,,
22,4167,32.0,1.0,,,,,,,,
27,7157,2446.0,10.0,,,,,,,,
32,4630,5371.0,1277.0,43.0,,,,,,,
37,2218,3124.0,2678.0,1885.0,23.0,,,,,,
42,1170,1421.0,1644.0,3341.0,1131.0,14.0,,,,,
47,753,797.0,992.0,2323.0,2544.0,550.0,5.0,,,,
52,666,671.0,748.0,1654.0,2127.0,1047.0,116.0,,,,
57,352,464.0,416.0,659.0,476.0,314.0,134.0,16.0,,,
62,118,165.0,226.0,269.0,190.0,108.0,47.0,14.0,3.0,,
67,32,46.0,72.0,76.0,59.0,29.0,14.0,12.0,7.0,4.0,
