year,payroll_db_legacy_est,payroll_db_new_est,payroll_dc_legacy_est,payroll_dc_new_est,total_payroll_est,nc_rate_db_legacy_est,nc_rate_db_new_est,pvfb_active_db_legacy_est,pvfb_active_db_new_est,pvfnc_db_legacy_est,pvfnc_db_new_est,total_n_active,payroll_db_est,payroll_dc_est,total_nc_rate_est,aal_active_db_legacy_est,aal_active_db_new_est,aal_term_db_legacy_est,aal_term_db_new_est,refund_db_legacy_est,refund_db_new_est,retire_ben_db_legacy_est,retire_ben_db_new_est,aal_retire_db_legacy_est,aal_retire_db_new_est,retire_ben_current_est,aal_retire_current_est,retire_ben_term_est,aal_term_current_est,aal_legacy_est,aal_new_est,total_aal_est,tot_ben_refund_legacy_est,tot_ben_refund_new_est,tot_ben_refund_est,liability_gain_loss_legacy_est,liability_gain_loss_new_est,total_liability_gain_loss_est,aal_legacy_roll,aal_new_roll,total_aal_roll
2038,231230738.4373026,194272151.57744536,136394474.66763726,582816454.732336,1144713819.4147213,0.10286860011062005,0.09899189536488164,1113267548.3532007,333092913.87487197,145263325.0275383,196890225.46322575,7595.145422603943,425502890.014748,719210929.3999733,0.10109861031816766,968004223.3256624,136202688.41164622,94423283.91930354,5863341.9479876105,0,1138613.17836605,262184078.0926709,839340.5264857576,2756967245.7769513,8476261.391755898,244269155.2898384,1706056609.3621492,43910273.70050216,884284255.800277,6409735618.184343,150542291.75138974,6560277909.935733,550363507.0830114,1977953.7048518076,552341460.7878633,0,-0,0,6409735618.184339,150542291.75138974,6560277909.935728
2039,221932288.0573237,207305076.64841896,132021755.06949864,621915229.9452568,1183174349.720498,0.10237189627330683,0.0990527996216474,1074623306.1567135,368052853.27583456,131209585.43879308,210153952.3484557,7595.145422603943,429237364.70574266,753936985.0147555,0.10076890072270403,943413720.7179204,157898900.92737886,103144056.18777205,7622866.22181174,0,1167121.0264752894,269812253.52854115,1193444.5998531964,2782710553.405742,11977661.024478685,234432954.60617384,1585929447.583239,45337357.595768474,898193943.343127,6313391721.237802,177499428.17366928,6490891149.41147,549582565.7304834,2360565.626328486,551943131.3568119,0,0,0,6313391721.237796,177499428.17366925,6490891149.411465
2040,218738739.1356676,219087835.6344987,131359220.95422652,657263506.903496,1226449302.627889,0.10203898953371095,0.0991080553545108,1075378681.1042805,403074614.9997541,117280998.49049023,222042880.24192744,7595.145422603943,437826574.7701663,788622727.8577225,0.10057235396905793,958097682.6137903,181031734.75782663,98392132.90362991,9689903.48750885,0,1224833.5005454142,275230130.217759,1644285.5306165086,2776828991.879823,16335280.802613823,224068033.06514114,1468118687.506175,46810821.717630945,911562115.8294855,6212999610.732904,207056919.0479493,6420056529.780853,546108985.0005311,2869119.031161923,548978104.031693,0,0,0,6212999610.732899,207056919.04794925,6420056529.780848
2041,170715209.83714032,239678999.90254667,111538471.23516375,719036999.7076399,1240969680.6824906,0.09875919778247044,0.09920951133170829,843608773.0005504,448686597.24849916,102818945.47607157,242590698.49500403,7595.145422603943,410394209.73968697,830575470.9428036,0.09902219053081442,740789827.5244788,206095898.75349513,106354151.32762952,12003271.478807611,0,1224866.2236400642,303272465.23490065,2151313.4390075984,2962054603.319131,21167752.070775345,213245736.56760022,1353236903.0014884,48332173.42345395,924304604.1666071,6086740089.3393345,239266922.30307806,6326007011.642412,564850375.2259548,3376179.6626476627,568226554.8886024,-0,-0,-0,6086740089.339329,239266922.30307803,6326007011.642406
2042,161753942.5983075,253455039.0716409,108791409.80740052,760365117.2149227,1284365508.6922717,0.09824629854443255,0.09924668778387277,804227545.971975,488827967.6685484,92848117.65018629,256032663.7312718,7595.145422603943,415208981.6699484,869156527.0223231,0.09885696378762983,711379428.3217887,232795303.9372766,68982626.85734768,14679655.191928217,0,1270687.6962958714,311385492.43423486,2818999.9527193224,2989527036.7361226,27511595.77596848,202046783.60214826,1241856991.90044,49902969.0597162,936330043.5860535,5948076127.401752,274986554.9051733,6223062682.306926,563335245.0960994,4089687.649015194,567424932.7451146,0,0,0,5948076127.401747,274986554.90517324,6223062682.30692
2043,148625061.4211344,268629681.10126424,104720600.99274495,805889043.3037927,1327864386.8189363,0.09747879696229082,0.0993009629022233,731519867.2195528,532586146.48028296,83177215.39749643,270258771.9479967,7595.145422603943,417254742.52239865,910609644.2965376,0.09865191210149471,648342651.8220563,262327374.5322863,74626102.62866515,17552658.31152372,0,1341414.0293489061,317799694.38545245,3501203.2317044544,2997594938.3726597,33842577.108948976,190560331.01964876,1134501079.3381207,51524815.554156974,947539340.952162,5802604113.113664,313722609.952759,6116326723.066422,559884840.9592582,4842617.261053361,564727458.2203115,0,0,0,5802604113.113657,313722609.95275885,6116326723.066416
2044,141826579.9757982,282753058.6092858,99938017.3980566,848259175.8278574,1372776831.810998,0.09696282322703047,0.09933296546784293,704984120.7346857,576859253.5915183,74262296.64334993,283647957.1540416,7595.145422603943,424579638.58508396,948197193.225914,0.09854124316766191,630721824.0913358,293211296.4374767,81476676.42998254,20599123.52997986,0,1322642.8885622118,319857598.1079117,4369427.62457516,2952273153.799096,41914720.3364726,178880586.1788869,1031632065.4748878,53199372.05966707,957825104.7362897,5653928824.531592,355725140.3039292,6009653964.835522,551937556.3464657,5692070.513137372,557629626.859603,0,0,0,5653928824.531585,355725140.303929,6009653964.835514
2045,139888339.44583774,295649491.6451068,99730723.91770613,886948474.9353203,1422217029.943971,0.09664049720076089,0.09937141863735735,707792283.7666448,621120096.0545346,65485964.91536675,295663397.1884237,7595.145422603943,435537831.0909445,986679198.8530264,0.09849428687600009,642306318.8512781,325456698.86611086,74497525.43982373,24103351.954206377,0,1366453.9544033897,320078367.3293809,5434730.542153196,2886860949.142487,51284189.19418169,167103545.35610098,933647868.5056043,54928351.651606254,967071035.1020149,5504383697.041208,400844240.01449895,5905227937.055707,542110264.3370881,6801184.496556586,548911448.8336447,0,-0,0,5504383697.041201,400844240.0144988,5905227937.055699
2046,113520456.145707,313437750.8933259,87357333.84448875,940313252.6799778,1454628793.5634995,0.09318136277780582,0.09943897609145459,591080595.8443922,672389883.1533947,56354645.888061754,312150151.7563112,7595.145422603943,426958207.03903294,1027670586.5244665,0.09777519002050569,534725949.9563304,360239731.3970835,80525189.59119155,27629957.408173464,0,1367152.5636778562,333307421.7265129,6575885.600275807,2910070651.996239,61267186.53044752,155326131.06519753,840876144.6302823,56713523.080283456,975151271.3735664,5341349207.54761,449136875.3357045,5790486082.883315,545347075.8719939,7943038.163953664,553290114.0359476,0,0,0,5341349207.547602,449136875.3357043,5790486082.8833065
2047,112535210.44052862,326469520.1588454,87461924.74716279,979408560.4765363,1505875215.8230731,0.09308706071230753,0.09945308970078698,600543785.0564032,719225582.9248698,49552416.35574676,324250952.25487804,7595.145422603943,439004730.59937406,1066870485.2236991,0.09782121113102547,550991368.7006564,394974630.66999173,58403360.17749136,31798829.303176064,0,1394433.6728360213,331584602.6591554,8061463.981815428,2831117010.8467045,74167617.37261823,143643431.89813098,753571414.4223801,58556712.580392666,981929693.9752026,5176012848.122435,500941077.345786,5676953925.468221,533784747.13767904,9455897.654651448,543240644.7923305,-0,0,0,5176012848.122427,500941077.3457858,5676953925.468213
2048,111566923.34644756,340188621.11916804,87608627.98472592,1020565863.3575042,1559930035.8078458,0.09298983766588012,0.09948267000614476,607893561.7238926,769667212.8479607,42396856.285032004,335935700.1643918,7595.145422603943,451755544.46561563,1108174491.34223,0.09787918038242686,565496705.4388605,433731512.6835689,61490802.22258846,35985749.76406123,0,1445641.1702335358,327373342.8566973,9485763.278262988,2727140747.734821,86323865.10475758,132147475.33394638,671913223.8547332,60459805.73925543,987259177.7322856,5013300656.983289,556041127.5523877,5569341784.535677,519980623.9298991,10931404.448496524,530912028.3783956,0,0,0,5013300656.98328,556041127.5523874,5569341784.535667
2049,91636433.6938127,358764157.9786383,78526214.35879482,1076292473.935915,1605219279.9671607,0.09379412133162504,0.09953364319243913,498484922.128684,825995922.6969383,34862855.565261304,352986995.6056317,7595.145422603943,450400591.672451,1154818688.29471,0.09836590646172193,463622066.5634227,473008927.09130657,65895805.56290055,40460407.6092093,0,1404755.8085442875,332037059.34467477,11218868.362888623,2727674507.1276894,101045796.56109238,120924244.13363697,596007165.7193633,62424749.42578123,990980793.2145674,4844180338.187943,614515131.2616082,5458695469.449552,515386052.90409297,12623624.17143291,528009677.0755259,-0,-0,-0,4844180338.187935,614515131.261608,5458695469.449543
2050,81039763.6666224,375385049.4469627,75405462.6738901,1126155148.340888,1657985424.1283634,0.0944176023649966,0.09956560850173556,441452104.56987625,882139584.534156,28603708.107858926,367276664.0687077,7595.145422603943,456424813.1135851,1201560611.0147781,0.0986515626639782,412848396.4620173,514862920.46544826,32909490.590826046,45532510.78804748,0,1437678.0546595303,334248209.37034583,13077911.65887614,2704013131.021117,116485727.77958637,110054944.94435601,525884700.8782046,64453553.78211912,992922952.5778242,4668578671.529989,676881159.033082,5345459830.563071,508756708.09682095,14515589.71353567,523272297.8103566,-0,0,0,4668578671.529981,676881159.0330817,5345459830.563063
2051,50533768.38206753,396784824.8225684,61719012.08876852,1190354474.4677052,1699392079.7611098,0.0915540868377442,0.09962884217911834,269534400.44917804,945879618.1779925,22868576.36945702,385649339.0648314,7595.145422603943,447318593.204636,1252073486.5564737,0.09871663369424502,246665824.07972103,560230279.1131611,35332673.820393,50072307.77778756,0,1461230.8046336465,345380205.36976975,15038742.837205667,2741078553.1966605,132805077.02615151,99610230.16282162,461508745.67422265,66548294.280037984,992900496.1205004,4477486292.891498,743107663.9171002,5220593956.808598,511538729.81262934,16499973.641839314,528038703.45446867,0,0,0,4477486292.891488,743107663.9170997,5220593956.808588
2052,45434168.18164999,412519977.83189636,60095292.176824994,1237559933.4956892,1755609371.6860604,0.09168450258844416,0.09962949093906164,240304576.19609427,1003481067.7583498,19774197.96752038,399366527.23953336,7595.145422603943,457954146.01354635,1297655225.6725142,0.09884125932228198,220530378.2285739,604114540.5188165,35938389.370667554,55614800.91632016,0,1522834.0527386114,339154197.30693567,17548346.0943475,2634626821.632771,153626568.50863984,89650186.48628865,402779645.1481069,68711113.84413922,990713715.5164347,4284588949.896554,813355909.9437765,5097944859.84033,497515497.63736355,19071180.14708611,516586677.78444964,0,-0,0,4284588949.8965445,813355909.9437759,5097944859.840321
