year,payroll_db_legacy_est,payroll_db_new_est,payroll_dc_legacy_est,payroll_dc_new_est,total_payroll_est,nc_rate_db_legacy_est,nc_rate_db_new_est,pvfb_active_db_legacy_est,pvfb_active_db_new_est,pvfnc_db_legacy_est,pvfnc_db_new_est,total_n_active,payroll_db_est,payroll_dc_est,total_nc_rate_est,aal_active_db_legacy_est,aal_active_db_new_est,aal_term_db_legacy_est,aal_term_db_new_est,refund_db_legacy_est,refund_db_new_est,retire_ben_db_legacy_est,retire_ben_db_new_est,aal_retire_db_legacy_est,aal_retire_db_new_est,retire_ben_current_est,aal_retire_current_est,retire_ben_term_est,aal_term_current_est,aal_legacy_est,aal_new_est,total_aal_est,tot_ben_refund_legacy_est,tot_ben_refund_new_est,tot_ben_refund_est,liability_gain_loss_legacy_est,liability_gain_loss_new_est,total_liability_gain_loss_est,aal_legacy_roll,aal_new_roll,total_aal_roll
2042,39695571.15791182,46701979.39741241,37013714.11667084,140105938.19223723,263517202.8642323,0.1715714552391055,0.17298051950548723,272257174.3085666,171496938.58318508,43227664.03970623,98193692.17771105,856.1394196744516,86397550.55532423,177119652.30890808,0.17233312139648171,229029510.26886034,73303246.40547402,5900167.103781936,1575623.864787312,0,21894.778995006134,72727148.29464726,651857.2500339429,598328356.9299102,6335422.182256332,63146480.77027906,388122479.6574487,7939910.895187274,148976649.17820352,1370357163.1382048,81214292.45251766,1451571455.5907226,143813539.96011358,673752.029028949,144487291.98914254,0,-0,0,1370357163.138205,81214292.45251764,1451571455.5907228
2043,38893651.742556944,49158031.39831127,36796790.45288036,147474094.19493383,272322567.7886824,0.17119126454135924,0.17301177840577275,271686528.0731529,185168500.26536062,39313290.620256156,101396460.06522198,856.1394196744516,88051683.14086822,184270884.64781418,0.17220763213952006,232373237.45289674,83772040.20013864,6323818.817098413,1931953.867709792,0,25311.407633990035,72845087.4959425,845430.0307480263,584354805.7449962,8159447.198704856,59556574.29323373,354570111.501264,8197957.99928086,150760126.67386228,1328382100.1901176,93863441.26655328,1422245541.4566708,140599619.7884571,870741.4383820164,141470361.22683913,-0,0,0,1328382100.190118,93863441.26655327,1422245541.4566712
2044,37947411.55630887,51976641.993747644,35414383.98034688,155929925.98124292,281268363.51164633,0.17092344711359886,0.17303187399306696,271739506.4269298,199931324.555821,35289027.667373754,105965769.09588076,856.1394196744516,89924053.55005652,191344309.9615898,0.17214213048871055,236450478.75955603,93965555.45994024,6979871.013758186,2357314.3344664383,0,19061.722548201935,72774796.15858878,1160051.7411697775,568649444.2625322,11155227.008436376,55906257.421863884,322420051.5499848,8464391.634257488,152396663.52675354,1286896509.1125846,107478096.80284306,1394374605.9154277,137145445.21471015,1179113.4637179794,138324558.6784281,-0,0,0,1286896509.1125853,107478096.80284299,1394374605.9154284
2045,37399308.3095963,54516758.44258325,35177606.36963144,163550275.32774973,290643948.4495607,0.17066834402809547,0.17307507836726727,274144427.56141526,214636957.90690896,31167290.128845062,109167520.36153935,856.1394196744516,91916066.75217955,198727881.69738117,0.1720958132316881,242977137.4325702,105469437.54536961,3430067.5655887034,2859675.444950656,0,20650.523845654912,72676087.20844291,1454310.454682365,553891950.4218891,13868671.087830136,52225532.25223572,291796662.75159806,8739484.362370856,153867755.62067518,1245963573.7923212,122197784.0781504,1368161357.8704717,133641103.82304949,1474960.97852802,135116064.8015775,0,0,0,1245963573.7923217,122197784.07815033,1368161357.870472
2046,27362755.84206806,60430310.41824624,29834991.98547201,181290931.25473872,298918989.500525,0.16629296873733707,0.17337695872139453,198844123.74786288,238990025.27250195,26872620.55048269,121176726.48448463,856.1394196744515,87793066.2603143,211125923.2402107,0.17116906809200616,171971503.1973802,117813298.78801732,3707706.0791026717,3331973.47020228,0,21727.46665626884,81228339.96607839,1782597.0383370074,603394527.6076249,16870931.08795305,48544690.361138985,262802348.79481617,9023517.60414791,155153377.64311248,1197029463.3220363,138016203.34617266,1335045666.6682088,138796547.93136528,1804324.5049932762,140600872.43635857,0,0,0,1197029463.322037,138016203.3461726,1335045666.6682096
2047,26835567.71778348,63129301.9003945,29466273.95584199,189387905.7011835,308819049.27520347,0.16618643900000651,0.1733725821774834,199201232.87934592,254714096.52058294,24122852.225552622,125310386.59297442,856.1394196744515,89964869.61817798,218854179.6570255,0.17122903178178644,175078380.6537933,129403709.92760852,4010764.009495101,3910247.1092025447,0,24103.30258316014,79792578.15427984,2338245.342014753,576940188.3395871,22064206.72386258,44893450.162478976,235516656.00158983,9316781.926282717,156231872.0189183,1147777861.0233836,155378163.76067364,1303156024.7840571,134002810.24304153,2362348.644597913,136365158.88763943,0,0,0,1147777861.023384,155378163.76067355,1303156024.7840576
2048,26324689.819940086,65918249.55050692,29112815.76080964,197754748.65152076,319110503.78277737,0.16607750538577998,0.1734104849458927,199658659.31151283,271797284.3751071,21279375.88710268,128630270.79947793,856.1394196744515,92242939.37044701,226867564.4123304,0.17131776745777486,178379283.42441016,143167013.57562917,3676559.109443134,4418877.767094253,0,27419.529649074426,78231931.16637646,2806165.2834988325,550855232.0514003,26313914.658300757,41300573.36843073,209995698.58526564,9619577.338886905,157079830.1052989,1099986603.275818,173899806.0010242,1273886409.2768424,129152081.87369409,2833584.813147907,131985666.686842,0,0,0,1099986603.2758186,173899806.0010241,1273886409.2768426
2049,24207974.76752518,69627293.11168684,26640098.063582834,208881879.33506054,329357245.2778554,0.16636794951592057,0.17351583724295588,185153042.95485115,290982862.5783059,18333155.25618847,135186058.84971532,856.1394196744515,93835267.87921202,235521977.39864337,0.17167179832616064,166819887.69866267,155796803.72859058,3933540.4562772308,5011613.676879592,0,20472.252554780607,77734073.28018892,3496946.7367587434,537900553.9626869,32656172.22964688,37792932.51151783,186272477.8789606,9932213.60240073,157671965.11995322,1052598425.1165407,193464589.63511705,1246063014.7516577,125459219.39410748,3517418.989313524,128976638.383421,0,0,0,1052598425.116541,193464589.63511696,1246063014.751658
2050,23147233.341680665,72774335.36499198,25992964.607195485,218323006.09497595,340237539.40884405,0.16653940479767204,0.1736005757405741,179521623.8687484,309647895.29987246,15534045.534346787,139237710.43926796,856.1394196744515,95921568.70667264,244315970.70217144,0.17189661516440102,163987578.3344016,170410184.8606045,742055.3657910936,5699065.032011754,0,22107.39683631073,76508283.98936158,4122232.7180264182,518923312.3539598,38254565.19242591,34395907.426506564,164356826.47034436,10255010.544478754,157980976.23851132,1005990748.7630081,214363815.08504215,1220354563.8480504,121159201.9603469,4144340.114862729,125303542.07520963,0,-0,0,1005990748.7630086,214363815.0850421,1220354563.8480506
2051,14602692.341768682,78915381.26584283,20210701.381001096,236746143.79752848,350474918.7861411,0.1593555991907008,0.1739075407391757,109731423.8059312,337088137.7774545,12719900.121711694,151061288.61230367,856.1394196744515,93518073.6076115,256956845.17852956,0.17163527916223828,97011523.68421951,186026849.16515082,796710.678930192,6049882.578805727,0,24557.131814969223,82887866.15613408,4816301.098896803,552616519.3839332,44442267.239571914,31131579.386511985,144237154.45734543,10588298.387174312,157977403.25931728,952639311.4637457,236518998.98352844,1189158310.4472742,124607743.92982037,4840858.230711772,129448602.16053215,0,0,0,952639311.463746,236518998.98352838,1189158310.4472742
2052,14246076.461211078,81972693.37438354,19780342.61928895,245918080.12315062,361917192.57803416,0.15932780051334747,0.17394797914839155,109105865.54149453,354558107.9772818,11245112.641946372,156748344.25691462,856.1394196744515,96218769.83559462,265698422.74243957,0.171783326835051,97860752.89954816,197809763.7203672,855692.2585503894,6686591.611161578,0,26707.09082447355,79814453.38384934,6021365.464617886,517799334.4941095,55545323.910890855,28018727.52478781,125882316.28119975,10932418.084757477,157629471.19293407,900027567.1263418,260041679.24241963,1160069246.3687615,118765598.99339463,6048072.555442359,124813671.54883699,-0,0,0,900027567.1263423,260041679.24241954,1160069246.3687618
