age,2,7,12,17,22,27,32,37,42,47,52
20,,,,,,,,,,,
22,,,,,,,,,,,
27,,1.0,,,,,,,,,
32,2.0,2.0,,,,,,,,,
37,5.0,5.0,3.0,,,,,,,,
42,1.0,4.0,1.0,1.0,,,,,,,
47,3.0,5.0,4.0,2.0,1.0,1.0,,,,,
52,2.0,3.0,1.0,4.0,3.0,2.0,,,,,
57,1.0,2.0,1.0,4.0,,,3.0,,,,
62,1.0,3.0,3.0,1.0,,1.0,,1.0,1.0,,
67,1.0,1.0,2.0,2.0,3.0,1.0,,,,,
