year,payroll_db_legacy_est,payroll_db_new_est,payroll_dc_legacy_est,payroll_dc_new_est,total_payroll_est,nc_rate_db_legacy_est,nc_rate_db_new_est,pvfb_active_db_legacy_est,pvfb_active_db_new_est,pvfnc_db_legacy_est,pvfnc_db_new_est,total_n_active,payroll_db_est,payroll_dc_est,total_nc_rate_est,aal_active_db_legacy_est,aal_active_db_new_est,aal_term_db_legacy_est,aal_term_db_new_est,refund_db_legacy_est,refund_db_new_est,retire_ben_db_legacy_est,retire_ben_db_new_est,aal_retire_db_legacy_est,aal_retire_db_new_est,retire_ben_current_est,aal_retire_current_est,retire_ben_term_est,aal_term_current_est,aal_legacy_est,aal_new_est,total_aal_est,tot_ben_refund_legacy_est,tot_ben_refund_new_est,tot_ben_refund_est,liability_gain_loss_legacy_est,liability_gain_loss_new_est,total_liability_gain_loss_est,aal_legacy_roll,aal_new_roll,total_aal_roll
2042,1340250.5414230663,1490621.2596260526,987888.7064893394,4471863.778878158,8290624.286416616,0.13343611110983894,0.12990914416575963,8822749.903531406,3887011.6448759856,1222058.1446716334,2056232.9175265008,105.73248407643312,2830871.801049119,5459752.485367497,0.13157895463002428,7600691.758859772,1830778.7273494848,804280.3664116932,161242.2135290808,0,3994.593023182407,2780946.9584620213,14596.154226590137,24167128.908338062,129845.22235783706,5633092.772693538,34623147.773379974,2167746.4149354044,40673453.57249419,107868702.3794837,2121866.163236403,109990568.54272011,10581786.146090964,18590.747249772543,10600376.893340737,0,0,0,107868702.37948322,2121866.163236402,109990568.54271963
2043,1313715.4631615186,1565619.6333117825,976109.1006606333,4696858.899935348,8552303.097069282,0.13323403233717981,0.1299843244801124,8828833.11551436,4222008.188244231,1125098.2202042826,2143793.562358235,105.73248407643312,2879335.096473301,5672968.000595981,0.13146702493683105,7703734.895310078,2078214.625885996,893534.116953564,197333.88490549097,0,4657.575447932177,2773491.63350954,18050.091948122674,23562508.97724853,159420.35009900676,5312848.8575329045,31630049.816663522,2238198.173420805,41160376.78843049,104950204.59460619,2434968.8608904937,107385173.45549668,10324538.66446325,22707.66739605485,10347246.331859306,0,0,0,104950204.59460568,2434968.860890493,107385173.45549618
2044,1285750.989097798,1648154.0357476177,951308.5118746401,4944462.107242853,8829675.643962909,0.13300533387225158,0.13004440682451104,8843336.167542174,4572364.188217064,1025448.1924572546,2239896.4917901168,105.73248407643312,2933905.0248454157,5895770.619117494,0.1313419999122353,7817887.9750849195,2332467.6964269476,1001777.0524566631,235287.56110846368,0,3779.83737693035,2759896.218420206,23428.53759465202,22909953.477348417,206654.1524919964,4987215.926998589,28762047.22738139,2310939.614056981,41607182.41919835,102098848.15146974,2774409.4100274076,104873257.56149715,10058051.759475775,27208.374971582372,10085260.134447357,0,0,0,102098848.1514692,2774409.4100274066,104873257.5614966
2045,1263041.0465542763,1727249.8092634762,940631.712384656,5181749.4277904285,9112671.995992837,0.13280631434157839,0.1301158091125944,8885503.116928607,4927295.098382702,923141.4817703603,2339941.109824312,105.73248407643312,2990290.8558177524,6122381.140175085,0.13125222650609453,7962361.635158247,2587353.98855839,745153.2671706585,284107.628021258,0,3987.1943597059144,2770048.843361501,30510.63454469307,22548950.93860875,268668.60894942004,4658870.370787285,26030234.020828653,2386045.151513833,42008818.48977081,99295518.35153711,3140130.225529068,102435648.57706618,9814964.36566262,34497.828904398986,9849462.19456702,0,0,0,99295518.35153654,3140130.2255290663,102435648.5770656
2046,1109519.4742723547,1868289.1675962165,866806.7762147178,5604867.50278865,9449482.920871938,0.13105644278462092,0.13027258127656108,7968986.9998870175,5401377.751304862,817252.1347939711,2540520.4225522014,105.73248407643312,2977808.6418685713,6471674.279003368,0.1305646449088901,7151734.865093047,2860857.3287526607,801192.2484735197,336966.8500858606,0,5580.867398911404,2855604.9901438043,38035.27628798899,22709856.77482511,333821.1345859858,4330514.4022322865,23443745.297991887,2463591.6189380325,42359817.70964742,96466346.89603098,3531645.313424507,99997992.20945549,9649711.011314124,43616.143686900396,9693327.155001024,0,0,0,96466346.89603037,3531645.313424505,99997992.20945486
2047,1088467.8584038795,1952945.796842207,857667.4422399449,5858837.390526621,9757918.488012653,0.13089575784942037,0.1302970667357693,7990020.6763219815,5793866.913202034,726598.3523267696,2642144.714355796,105.73248407643312,3041413.6552460864,6716504.8327665655,0.13051132763816156,7263422.323995212,3151722.198846238,861681.9721948844,400689.96255658625,0,4372.777334814237,2820732.2833564323,46664.988552518,21916763.504865788,408202.47456758854,4004799.104664661,21009677.12829268,2543658.3465535184,42654267.14964027,93705812.07898884,3960614.6359704128,97666426.71495925,9369189.734574612,51037.765887332236,9420227.500461945,0,-0,0,93705812.07898818,3960614.6359704114,97666426.7149586
2048,1068017.3533491539,2039138.8400143655,848817.4633608613,6117416.5200430965,10073390.176767476,0.13073279493057754,0.1303617854504941,8014754.467018833,6211573.563979227,632804.6167121518,2735683.021442641,105.73248407643312,3107156.1933635194,6966233.983403957,0.13048931188892438,7381949.850306681,3475890.542536586,921743.1391186017,467896.69054768817,0,4623.918754290413,2781931.691982198,54777.17567811593,21111524.087539658,477250.59788623935,3684290.217156597,18733035.278731693,2626327.242816508,42885775.80584966,91034028.16154629,4421037.830970514,95455065.9925168,9092549.151955303,59401.09443240634,9151950.246387709,0,0,0,91034028.16154559,4421037.830970512,95455065.9925161
2049,981897.7292422552,2157520.4780358956,812133.2201721456,6472561.434107686,10424112.861557983,0.1318772429484725,0.1304498251857487,7422641.507035791,6680941.158162953,535577.6323941728,2882709.8992536557,105.73248407643312,3139418.207278151,7284694.654279832,0.13089627040819446,6887063.874641618,3798231.2589092976,986264.261973085,546988.0474060824,0,4338.626641335884,2790495.118651017,65423.0291091075,20861838.259493563,568092.1835454364,3371384.95118997,16616763.691216744,2711682.8782080445,43047439.90663354,88399369.99395855,4913311.489860817,93312681.48381937,8873562.948049031,69761.65575044339,8943324.603799475,0,0,0,88399369.99395779,4913311.489860815,93312681.4838186
2050,929409.2163901125,2262479.6915441398,793025.3559432528,6787439.074632419,10772353.338509925,0.13250546190821938,0.13054054994892272,7126340.315598462,7153712.576788523,441971.368374748,3009920.1295264964,105.73248407643312,3191888.907934252,7580464.430575673,0.13111268993782585,6684368.947223714,4143792.447262027,116736.18194183268,638689.0446028274,0,4599.741764054263,2846086.178020459,76348.1035744374,21142721.202851348,660522.1916726012,3068347.359520378,14661739.499007886,2799812.571749806,43131805.80862818,85737371.63965297,5443003.683537455,91180375.32319042,8714246.109290643,80947.84533849166,8795193.954629134,0,0,0,85737371.63965215,5443003.6835374525,91180375.3231896
2051,529035.5301808764,2434477.9443546617,555176.456170322,7303433.833063986,10822123.763769846,0.12559382820529144,0.13072389830202552,3824797.642987541,7755158.85079614,348431.652536328,3239976.6141440505,105.73248407643312,2963513.474535538,7858610.2892343085,0.12980809704894836,3476365.990451213,4515182.236652089,125186.10872474896,727558.1154806411,0,5836.578309391843,3190049.4752464173,88614.50765045341,23147612.919359174,765838.8354243299,2777147.2409153664,12866928.804526048,2890806.4803316747,43130830.31747459,82746924.14053577,6008579.18755706,88755503.32809283,8858003.196493458,94451.08595984525,8952454.282453304,-0,0,0,82746924.14053491,6008579.1875570575,88755503.32809196
2052,516083.9623041585,2535053.360422522,544287.059181658,7605160.0812675655,11200584.463175904,0.12556010052531763,0.13072093990814262,3803552.126644706,8238639.518127343,305332.9757642297,3361192.2007000996,105.73248407643312,3051137.3227266804,8149447.140449223,0.12984801084734127,3498219.150880476,4877447.317427243,134269.47057979982,831391.8467429058,0,5148.360645395881,3098073.400668626,105417.02113731005,21877240.650140118,909993.8943868713,2499459.8209539168,11229553.213475375,2984757.690942454,43035838.25780293,79775120.7428787,6618833.0585570205,86393953.80143572,8582290.912564997,110565.38178270592,8692856.294347703,0,0,0,79775120.74287778,6618833.058557018,86393953.8014348
