entry_year,entry_age,yos,term_age,tier_at_term_age,salary,fas,db_benefit,pvfb_db_wealth_at_term_age,pvfb_db_wealth_at_current_age,pvfs_at_current_age,indv_norm_cost,pvfnc_db,separation_rate,remaining_prob
1995,35,0,35,tier_1_non_vested,75883.8268092242,NA,0,0,142762.43625524794,904974.0961054568,0.15775306372814876,142762.43625524794,0.034,1
1995,35,1,36,tier_1_non_vested,78539.76074754704,NA,0,2276.514804276726,157608.81778571862,921038.8547984458,0.15775306372814876,145296.70115712038,0.034,0.966
1995,35,2,37,tier_1_non_vested,81288.65237371119,NA,0,4632.707626703137,173924.5305569916,936033.8481598282,0.15775306372814876,147662.2073004617,0.034,0.933156
1995,35,3,38,tier_1_non_vested,84133.75520679107,NA,0,7071.367197914473,191860.29774283737,949750.9975288052,0.15775306372814876,149826.12963903445,0.034,0.9014286959999999
1995,35,4,39,tier_1_non_vested,87078.43663902876,NA,0,9595.379854118204,211582.49976870336,961957.1005760289,0.15775306372814876,151751.6797909155,0.14,0.8707801203359999
1995,35,5,40,tier_1_non_vested,90126.18192139475,81384.88635526046,0,12207.732953289067,260522.61004621626,1092243.9414832487,0.15775306372814876,172304.8281074913,0.034,0.7488709034889599
1995,35,6,41,tier_1_vested,93280.59828864355,84233.35737769456,13645.803895186518,53955.30525420212,285862.4684686024,1113145.0348252917,0.15775306372814876,175602.03961746662,0.034,0.7234092927703353
1995,35,7,42,tier_1_vested,96545.41922874608,87181.52488591387,16477.308203437722,69570.68696508485,313302.1226699646,1132965.9977949718,0.15775306372814876,178728.85725197583,0.034,0.6988133768161439
1995,35,8,43,tier_1_vested,99924.50890175218,90232.87825692084,19490.3017034949,87879.09523990292,342966.3309013412,1151479.607058477,0.15775306372814876,181649.4358339596,0.09,0.675053722004395
1995,35,9,44,tier_1_vested,103421.86671331352,93391.02899591306,22694.020046006874,109278.19906121655,391329.7111606831,1240334.3206919157,0.15775306372814876,195666.5391363219,0.034,0.6142988870239994
1995,35,10,45,tier_1_vested,107041.63204827945,96659.71501077001,26098.123052907904,134218.38280061338,427521.09398884873,1262955.3348498545,0.15775306372814876,199235.07342437454,0.034,0.5934127248651834
1995,35,11,46,tier_1_vested,110788.08916996924,100042.80503614695,29712.713095735642,163211.51794617885,466475.99966452544,1284194.3170150272,0.15775306372814876,202585.58793139804,0.034,0.5732366922197671
1995,35,12,47,tier_1_vested,114665.67229091817,103544.3032124121,33548.35424082152,196838.74229677394,508320.26335813483,1303775.6181004806,0.15775306372814876,205674.59816941168,0.034,0.553746644684295
