entry_year,entry_age,yos,term_age,tier_at_term_age,salary,fas,db_benefit,pvfb_db_wealth_at_term_age,pvfb_db_wealth_at_current_age,pvfs_at_current_age,indv_norm_cost,pvfnc_db,separation_rate,remaining_prob
1980,25,32,57,tier_1_norm,74294.73686763927,67566.59229156112,58377.5357399088,1020176.6128217233,937806.4072870159,184467.14511290472,0.15603181719999237,28782.743865661214,0.35750000000000004,0.14862487101192262
1980,25,33,58,tier_1_norm,76709.31581583754,69762.50654103686,62158.393328063845,1056961.1125701766,969300.9164691175,190710.82796549433,0.15603181719999237,29756.957047171207,0.36750000000000005,0.09549147962516027
1980,25,34,59,tier_1_norm,79202.36857985226,72029.78800362055,66123.34538732366,1094400.0375972586,999291.8008783491,200441.32430568364,0.15603181719999237,31275.224073388817,0.375,0.06039836086291387
1980,25,35,60,tier_1_norm,81776.44555869745,74370.75611373821,70280.36452748261,1132394.5191633757,1026554.2509614922,215469.63912689948,0.15603181719999237,33620.119344396706,0.385,0.03774897553932117
1980,25,36,61,tier_1_norm,84434.18003935512,76787.80568743471,74637.74712818654,1170835.2989600392,1048067.9604492637,240861.234780007,0.15603181719999237,37582.0161557585,0.43,0.02321561995668252
1980,25,37,62,tier_1_norm,87178.29089063416,79283.40937227634,79204.12596290404,1209591.7806707516,1049410.610720949,302745.1885454601,0.15603181719999237,47237.88191730246,0.44375000000000003,0.013232903375309038
1980,25,38,63,tier_1_norm,90011.58534457977,81860.12017687531,83988.48330147406,1248524.2516004057,1016968.0629061979,424001.4836626909,0.15603181719999237,66157.72199138254,0.15125,0.007360802502515651
1980,25,39,64,tier_1_norm,92936.96186827861,84520.57408262376,89000.16450900282,1287464.822752054,1049043.7333486476,426978.4951087026,0.15603181719999237,66622.23049712893,0.15125,0.006247481124010159
1980,25,40,65,tier_1_norm,95957.41312899765,87267.49274030903,94248.89215953375,1326252.5507472504,1082455.3345301745,427274.3356850745,0.15603181719999237,66668.39103986173,0.17375000000000002,0.0053025496040036224
1980,25,41,66,tier_1_norm,99076.02905569009,90103.68625436907,99744.78068358655,1364721.3722612641,1110873.8317861438,435636.07025352726,0.15603181719999237,67973.0876795214,0.18,0.004381231610307993
1980,25,42,67,tier_1_norm,102296,93032.05605763606,105498.35156935929,1402707.5006123518,1137579.3029336492,446033.72915222397,0.15603181719999237,69595.45329211072,0.18,0.003592609920452554
1980,25,43,68,tier_1_norm,105620.62,96055.59787950922,111520.54913811022,1440057.74682958,1164130.1485376572,455636.57195783284,0.15603181719999237,71093.80230535574,0.18,0.0029459401347710946
1980,25,44,69,tier_1_norm,109053.29015,99177.40481059327,117822.7569149848,1476617.3755492438,1190653.342549776,464077.5637548872,0.15603181719999237,72410.86559442036,0.18,0.002415670910512298
1980,25,45,70,tier_1_norm,112597.52207987498,102400.67046693755,124416.81461732912,1512220.3499504959,1217350.5530603924,470874.9638737372,0.15603181719999237,73471.47628719997,0.18,0.0019808501466200843
1980,25,46,71,tier_1_norm,116256.94154747094,105728.69225711301,131315.03578333437,1546699.9980671362,1244520.7810528702,475397.6394797592,0.15603181719999237,74177.15758061367,0.18,0.0016242971202284693
1980,25,47,72,tier_1_norm,120035.29214776374,109164.87475546918,138530.2260646904,1579839.4874974797,1272600.6897973977,476819.92655784404,0.15603181719999237,74399.07961798731,0.18,0.001331923638587345
1980,25,48,73,tier_1_norm,123936.43914256606,112712.73318502193,146075.70220778845,1611440.5499761754,1302201.996363551,474062.88962128747,0.15603181719999237,73968.89413468889,0.18,0.001092177383641623
1980,25,49,74,tier_1_norm,127964.37341469944,116375.89701353514,153965.31174890697,1641296.794826215,1334165.9842087682,465717.8830284729,0.15603181719999237,72666.80759146612,0.18,8.955854545861308e-4
1980,25,50,75,tier_1_norm,132123.21555067718,120158.11366647504,162213.4534497413,1669194.796585611,1369634.1972748116,449947.08265448903,0.15603181719999237,70206.06095041509,0.18,7.343800727606274e-4
1980,25,51,76,tier_1_norm,136417.22005607418,124063.25236063547,170835.09850059502,1694947.569850694,1410133.0803891453,424354.0507825153,0.15603181719999237,66212.73367977371,0.18,6.021916596637145e-4
1980,25,52,77,tier_1_norm,140850.77970789658,128095.30806235613,179845.81251954802,1718368.0466825175,1457689.937039469,385815.3074742312,0.15603181719999237,60199.46352877809,0.18,4.93797160924246e-4
1980,25,53,78,tier_1_norm,145428.4300484032,132258.4055743827,189261.7783769416,1739306.9619672843,1514975.4995939052,330261.16264281474,0.15603181719999237,51531.24935774062,0.18,4.0491367195788166e-4
1980,25,54,79,tier_1_norm,150154.85402497632,136556.80375555012,199099.81987559207,1757622.1485737045,1585496.1845407677,252390.52498960987,0.15603181719999237,39380.95225818891,0.18,3.32029211005463e-4
1980,25,55,80,tier_1_norm,155034.88678078805,140994.8998776055,209377.42631824416,1773216.62884079,1673835.8972117766,145299.80016943585,0.15603181719999237,22671.391859232837,1,2.7226395302447966e-4
1980,25,56,81,tier_1_norm,160073.52060116365,145577.23412362766,220112.777994925,1785982.9023249655,1683144.3020402966,NA,0.15603181719999237,NA,1,0
1980,25,57,82,tier_1_norm,165275.91002070147,150308.49423264555,231324.7726240415,1795914.9702769965,1689763.5646371471,NA,0.15603181719999237,NA,1,0
1980,25,58,83,tier_1_norm,170647.37709637426,155193.52029520654,243033.05278229347,1802977.723467836,1693767.4575580745,NA,0.15603181719999237,NA,1,0
1980,25,59,84,tier_1_norm,176193.41685200643,160237.30970480075,255258.0343597476,1807249.8772144655,1695253.1784758733,NA,0.15603181719999237,NA,1,0
1980,25,60,85,tier_1_norm,181919.70289969663,165445.02227020677,268020.936077735,1808835.1414337568,1694428.3294617014,NA,0.15603181719999237,NA,1,0
1980,25,61,86,tier_1_norm,187832.09324393678,170821.9854939885,281343.810108599,1807955.0275356353,1691797.0282480353,NA,0.15603181719999237,NA,1,0
1980,25,62,87,tier_1_norm,193936.6362743647,176373.7000225431,295249.57383773715,1805147.4291406537,1687916.98036763,NA,0.15603181719999237,NA,1,0
1980,25,63,88,tier_1_norm,200239.57695328156,182105.84527327574,309762.04280984204,1801007.4180522612,1683186.0652354376,NA,0.15603181719999237,NA,1,0
1980,25,64,89,tier_1_norm,206747.36320426318,188024.28524465722,324905.9649027677,1795959.5316062118,1678289.5720776783,NA,0.15603181719999237,NA,1,0
1980,25,65,90,tier_1_norm,213466.65250840175,194135.07451510857,340707.05577401555,1790734.9734068827,1673516.8884857548,NA,0.15603181719999237,NA,1,0
1980,25,66,91,tier_1_norm,220404.3187149248,200444.46443684958,357192.035626466,1785642.5200143002,1669150.983050934,NA,0.15603181719999237,NA,1,0
1980,25,67,92,tier_1_norm,227567.45907315984,206958.9095310472,374388.6673416643,1780984.0989153464,1664601.1849263732,NA,0.15603181719999237,NA,1,0
1980,25,68,93,tier_1_norm,234963.40149303753,213685.0740908062,392325.79603072023,1776129.46431644,1659487.331727495,NA,0.15603181719999237,NA,1,0
1980,25,69,94,tier_1_norm,242599.71204156126,220629.83899875742,411033.39005468506,1770672.9829532371,1652510.6340155692,NA,0.15603181719999237,NA,1,0
1980,25,70,95,tier_1_norm,250484.20268291197,227800.30876621703,430542.58356815024,1763228.8464946123,NA,NA,0.15603181719999237,NA,1,0
1985,25,0,25,tier_1_non_vested,19169.04484493503,NA,0,0,20179.579446206837,134012.0741732875,0.15058030830948227,20179.579446206837,0.265,1
1985,25,1,26,tier_1_non_vested,19792.03880239542,NA,0,575.0713453480508,29087.370561340766,168465.08611967726,0.15058030830948227,25367.524607284482,0.17,0.735
1985,25,2,27,tier_1_non_vested,20435.280063473267,NA,0,1168.8325094199133,37153.64200283038,192723.1422738556,0.15058030830948227,29020.31018196939,0.135,0.61005
1985,25,3,28,tier_1_non_vested,21099.42666553615,NA,0,1781.8909113241111,45551.88525316908,214104.40779506436,0.15058030830948227,32239.907736199908,0.115,0.52769325
1985,25,4,29,tier_1_non_vested,21785.158032166073,NA,0,2414.8737112901954,54605.82043879439,234293.75870259607,0.15058030830948227,35280.02642042436,0.1,0.46700852624999994
1985,25,5,30,tier_1_non_vested,22493.17566821147,20456.189681701188,0,3068.4284522551775,64397.29729218677,253562.53611500427,0.15058030830948227,38181.524863931576,0.0825,0.420307673625
1985,25,6,31,tier_1_vested,23224.20387742834,21121.015846356477,3421.6045671097495,7030.491332304472,74258.20237149662,270362.99767465726,0.15058030830948227,40711.343545325726,0.0775,0.38563229055093745
1985,25,7,32,tier_1_vested,23978.990503444762,21807.44886136306,4121.607834797618,9040.5116924143,85130.4740099998,287537.25164382765,0.15058030830948227,43297.448002988756,0.07,0.3557457880332398
1985,25,8,33,tier_1_vested,24758.307694806714,22516.19094935736,4863.4972450611895,11388.36346016714,96814.01110371837,304111.0290328166,0.15058030830948227,45793.132512075434,0.055,0.33084358287091303
1985,25,9,34,tier_1_vested,25562.952694887936,23247.96715521147,5649.256018716387,14122.340058115977,108490.81602589534,317172.6563843477,0.15058030830948227,47759.95638569256,0.05,0.31264718581301276
1985,25,10,35,tier_1_vested,26393.74865747179,24003.526087755843,6480.9520436940775,17296.952045257076,120941.9506288079,329326.60175495903,0.15058030830948227,49590.10122677581,0.042499999999999996,0.2970148265223621
1985,25,11,36,tier_1_vested,27251.545488839627,24783.64068560791,7360.741283625548,20973.751489917202,133841.9601907222,339423.22236560786,0.15058030830948227,51110.453471211185,0.037500000000000006,0.28439169639516176
1985,25,12,37,tier_1_vested,28137.22071722691,25589.109007890165,8290.871318556412,25222.581221585588,147390.67504175703,347961.59249378066,0.15058030830948227,52396.163877571926,0.0325,0.2737270077803432
1985,25,13,38,tier_1_vested,29051.680390536785,26420.755050646596,9273.685022776957,30121.98068216949,161536.83296887254,354664.39118722186,0.15058030830948227,53405.473371366694,0.0325,0.264830880027482
1985,25,14,39,tier_1_vested,29995.860003229227,27279.42958979261,10311.624384941606,35761.049110336775,176948.38933509155,361111.34367568867,0.15058030830948227,54376.25746473661,0.0275,0.2562238764265889
1985,25,15,40,tier_1_vested,30970.72545333418,28166.011051460868,11407.234475841651,42240.60659236227,192948.39561876882,365357.268584813,0.15058030830948227,55015.61014661146,0.024,0.2491777198248577
1985,25,16,41,tier_1_vested,31977.274030567536,29081.406410633346,12563.167569393605,49674.57735527271,209716.95519333993,367690.04111338255,0.15058030830948227,55366.87975317935,0.0225,0.2431974545490611
1985,25,17,42,tier_1_vested,33016.53543656098,30026.55211897893,13782.187422611329,58191.31590150003,227579.21901126346,368642.4550766359,0.15058030830948227,55510.2945414043,0.0225,0.23772551182170723
1985,25,18,43,tier_1_vested,34089.572838249216,31002.415062845743,15067.17372054303,67935.81826115778,246852.65552341894,368618.889135764,0.15058030830948227,55506.745974762205,0.0175,0.23237668780571882
1985,25,19,44,tier_1_vested,35197.48395549231,32009.993552388227,16421.12669237516,79072.42294934765,266674.8254879128,365625.22327695764,0.15058030830948227,55055.95884676757,0.0175,0.22831009576911876
1985,25,20,45,tier_1_vested,36341.402184045815,33050.318342840845,17847.171905134055,91785.08913516418,287975.36868777353,361246.44201630686,0.15058030830948227,54396.600614519,0.015,0.2243146690931592
1985,25,21,46,tier_1_vested,37522.4977550273,34124.45368898317,19348.565241653458,106281.39857158171,310330.45422465046,354424.9253272627,0.15058030830948227,53369.41452834445,0.0125,0.2209499490567618
1985,25,22,47,tier_1_vested,38741.978932065686,35233.498433875124,20928.698069721824,122795.25178437144,333759.6496307822,344960.9089307968,0.15058030830948227,51944.320021518615,0.0125,0.21818807469355228
1985,25,23,48,tier_1_vested,40001.09324735782,36378.58713297606,22591.102609578134,141591.0121265013,358837.1225361654,333500.06166794366,0.15058030830948227,50218.542107190304,0.0115,0.2154607237598829
1985,25,24,49,tier_1_vested,41301.12877789695,37560.89121479779,24339.457507188967,162966.17430858666,385437.6315038336,319517.9287327649,0.15058030830948227,48113.10821898693,0.0115,0.21298292543664424
1985,25,25,50,tier_1_vested,42643.41546317859,38781.62017927872,26177.593621013137,187257.27268916316,413867.9759015328,303110.2692766446,0.15058030830948227,45642.43779944734,0.01,0.21053362179412285
1985,25,26,51,tier_1_vested,44029.3264657319,40042.02283510527,28109.5000302439,214843.34437613146,443887.5725688627,283611.3554090921,0.15058030830948227,42706.28533757124,0.01,0.20842828557618162
1985,25,27,52,tier_1_vested,45460.27957586819,41343.38857724619,30139.33027281247,243235.79200826376,475955.23435443843,261195.9492482519,0.15058030830948227,39330.96656698966,0.009000000000000001,0.2063440027204198
1985,25,28,53,tier_1_vested,46937.7386620839,42687.04870600669,32271.408821741057,275285.87194549805,509956.268626313,235353.98412917918,0.15058030830948227,35439.6754920368,0.006500000000000001,0.20448690669593603
1985,25,29,54,tier_1_vested,48463.21516860162,44074.377788951904,34510.23780874934,311457.80884384474,545645.5590002929,205520.84791519903,0.15058030830948227,30947.392643096886,0.005,0.20315774180241244
1985,25,30,55,tier_1_norm,50038.26966158118,45506.79506709284,36860.504004345195,643956.3184665219,581893.4973477187,171685.95935368416,0.15058030830948227,25852.524691887,0.135,0.20214195309340038
1985,25,31,56,tier_1_norm,51664.51342558257,46985.76590677336,39327.086063969306,670394.3782253378,613152.7405891271,153931.38609109807,0.15058030830948227,23179.0355761035,0.15,0.17485278942579133
1985,25,32,57,tier_1_norm,53343.610111914,48512.80329874349,41915.06205011438,697476.5985159244,646602.9228602471,132447.38298072832,0.15058030830948227,19943.967764022145,0.35750000000000004,0.14862487101192262
1985,25,33,58,tier_1_norm,55077.2774405512,50089.46940595265,44629.717240703816,725143.0482685817,670329.4613787788,136930.34634789586,0.15058030830948227,20619.013769990346,0.36750000000000005,0.09549147962516027
1985,25,34,59,tier_1_norm,56867.28895736912,51717.377161646116,47476.552234391136,753331.174683508,693110.4009406612,143916.84128482797,0.15058030830948227,21671.04233159622,0.375,0.06039836086291387
1985,25,35,60,tier_1_norm,58715.475848483606,53398.191919399615,50461.29136383264,781959.5009989869,714102.3758865044,154707.1691096678,0.15058030830948227,23295.853222220987,0.385,0.03774897553932117
1985,25,36,61,tier_1_norm,60623.728813559326,55133.6331567801,53589.89142839026,810944.5598543203,731274.1130520111,172938.33104314122,0.15058030830948227,26041.107207003515,0.43,0.02321561995668252
1985,25,37,62,tier_1_norm,62594,56925.47623437545,56868.55075814107,840187.0523295451,735068.5019733183,217371.0007183725,0.15058030830948227,32731.79230571322,0.44375000000000003,0.013232903375309038
1985,25,38,63,tier_1_norm,64628.305,58775.554211992654,60303.718621504464,869583.8211405021,716297.1163585309,304433.0027262985,0.15058030830948227,45841.615410107486,0.15125,0.007360802502515651
1985,25,39,64,tier_1_norm,66728.7249125,60685.75972388241,63902.10498924818,899016.5717080069,740280.1374771326,306570.4965054026,0.15058030830948227,46163.47988237458,0.15125,0.006247481124010159
1985,25,40,65,tier_1_norm,68897.40847215624,62658.046914908584,67670.69066810126,928375.757255551,765198.3191790261,306782.9099955989,0.15058030830948227,46195.46517121743,0.17375000000000002,0.0053025496040036224
1985,25,41,66,tier_1_norm,71136.57424750132,64694.433439643115,71616.73781768493,957552.1644030149,786798.0853240507,312786.63418232714,0.15058030830948227,47099.50781026007,0.18,0.004381231610307993
1985,25,42,67,tier_1_norm,73448.5129105451,66797.00252643152,75747.80086497334,986435.869269949,807262.3177709406,320252.15173785575,0.15058030830948227,48223.66774546142,0.18,0.003592609920452554
1985,25,43,68,tier_1_norm,75835.58958013782,68967.90510854054,80071.73783101556,1014919.6550835716,827638.2379835984,327146.991455789,0.15058030830948227,49261.894835932275,0.18,0.0029459401347710946
1985,25,44,69,tier_1_norm,78300.2462414923,71209.3620245681,84596.72208518689,1042893.175335959,848011.2541073496,333207.62232096214,0.15058030830948227,50174.50650016,0.18,0.002415670910512298
1985,25,45,70,tier_1_norm,80845.00424434079,73523.66629036656,89331.25454279536,1070233.0526696655,868519.5837219541,338088.1546036272,0.15058030830948227,50909.41855599809,0.18,0.0019808501466200843
1985,25,46,71,tier_1_norm,83472.46688228188,75913.18544480347,94284.1763224459,1096815.473151173,889370.2569074559,341335.4350216212,0.15058030830948227,51398.39504250697,0.18,0.0016242971202284693
1985,25,47,72,tier_1_norm,86185.32205595604,78380.36397175958,99464.6818801629,1122480.5710011532,910867.7577317657,342356.63693388767,0.15058030830948227,51552.16794130229,0.18,0.001331923638587345
1985,25,48,73,tier_1_norm,88986.3450227746,80927.72580084177,104882.33263789093,1147079.1233691648,933441.0430406636,340377.0848201245,0.15058030830948227,51254.086373697144,0.18,0.001092177383641623
1985,25,49,74,tier_1_norm,91878.40123601478,83557.87688936913,110547.07112463536,1170458.4548240115,957681.7939708119,334385.3713174369,0.15058030830948227,50351.85230716036,0.18,8.955854545861308e-4
1985,25,50,75,tier_1_norm,94864.44927618525,86273.50788827361,116469.23564916938,1192459.340038332,984394.8694633615,323061.9389752321,0.15058030830948227,48646.76637394959,0.18,7.343800727606274e-4
1985,25,51,76,tier_1_norm,97947.54387766127,89077.39689464252,122659.57552392274,1212944.5403665574,1014657.6932334467,304686.14586632606,0.15058030830948227,45879.73378217926,0.18,6.021916596637145e-4
1985,25,52,77,tier_1_norm,101130.83905368525,91972.41229371839,129129.26686038061,1231776.437320115,1049902.438978618,277015.3338557422,0.15058030830948227,41713.054378451816,0.18,4.93797160924246e-4
1985,25,53,78,tier_1_norm,104417.59132293003,94961.51569326423,135889.9289570611,1248842.5115508134,1092017.3784280964,237127.46606145322,0.15058030830948227,35706.726948179916,0.18,4.0491367195788166e-4
1985,25,54,79,tier_1_norm,107811.16304092525,98047.76495329532,142953.64130190457,1264032.4704052042,1143483.778182734,181216.35971297626,0.15058030830948227,27287.615316302006,0.18,3.32029211005463e-4
1985,25,55,80,tier_1_norm,111315.02583975533,101234.31731427742,150332.96121170197,1277266.3802922172,1207547.8571565584,104325.23508880538,0.15058030830948227,15709.326064131532,1,2.7226395302447966e-4
1985,25,56,81,tier_1_norm,114932.76417954736,104524.43262699143,158040.94213201106,1288453.5635860479,1216093.8005993885,NA,0.15058030830948227,NA,1,0
1985,25,57,82,tier_1_norm,118668.07901538265,107921.47668736865,166091.15262186032,1297572.0852395475,1222660.9880944183,NA,0.15058030830948227,NA,1,0
1985,25,58,83,tier_1_norm,122524.79158338258,111428.92467970813,174497.69604842292,1304579.2742967443,1227281.613683243,NA,0.15058030830948227,NA,1,0
1985,25,59,84,tier_1_norm,126506.84730984252,115050.36473179863,183275.23101775523,1309509.4818000202,1230002.5835884456,NA,0.15058030830948227,NA,1,0
1985,25,60,85,tier_1_norm,130618.31984741238,118789.50158558208,192438.99256864295,1312412.7566888714,1230944.5988403184,NA,0.15058030830948227,NA,1,0
1985,25,61,86,tier_1_norm,134863.4152424533,122650.1603871135,202004.81415757592,1313417.8869626196,1230472.3739391963,NA,0.15058030830948227,NA,1,0
1985,25,62,87,tier_1_norm,139246.476237833,126636.2905996947,211989.15046388892,1312914.0229931225,1229006.5160494032,NA,0.15058030830948227,NA,1,0
1985,25,63,88,tier_1_norm,143771.98671556258,130751.97004418475,222409.10104515826,1311349.9526247133,1226773.5419613288,NA,0.15058030830948227,NA,1,0
1985,25,64,89,tier_1_norm,148444.57628381837,135001.40907062075,233282.43487403265,1308967.3692727378,1224292.8280962845,NA,0.15058030830948227,NA,1,0
1985,25,65,90,tier_1_norm,153269.02501304247,139388.95486541593,244627.61578880498,1306320.4475787356,1221700.746770282,NA,0.15058030830948227,NA,1,0
1985,25,66,91,tier_1_norm,158250.26832596632,143919.09589854194,256463.82889120176,1303554.6968038909,1219241.32447959,NA,0.15058030830948227,NA,1,0
1985,25,67,92,tier_1_norm,163393.40204656025,148596.46651524454,268811.00792607735,1300930.4932197223,1216411.8081102497,NA,0.15058030830948227,NA,1,0
1985,25,68,93,tier_1_norm,168703.68761307345,153425.85167699,281689.8636789536,1297911.3992536364,1212988.2691298644,NA,0.15058030830948227,NA,1,0
1985,25,69,94,tier_1_norm,174186.55746049833,158412.19185649217,295121.9134286449,1294258.4831615651,1207933.5769828756,NA,0.15058030830948227,NA,1,0
1985,25,70,95,tier_1_norm,179847.62057796452,163560.58809182816,309129.51149355527,1288865.1266407282,NA,NA,0.15058030830948227,NA,1,0
1985,30,0,30,tier_1_non_vested,35115.17650413187,NA,0,0,40468.688284035845,261003.56672356205,0.15505032667579458,40468.688284035845,0.25,1
1985,30,1,31,tier_1_non_vested,36256.419740516154,NA,0,1053.4552951239561,57222.302100380344,324500.8389198786,0.15505032667579458,50313.96108109657,0.155,0.75
1985,30,2,32,tier_1_non_vested,37434.753382082934,NA,0,2141.147887339441,71863.09872019906,366847.308150289,0.15505032667579458,56879.794968838185,0.1225,0.63375
1985,30,3,33,tier_1_non_vested,38651.382867000626,NA,0,3264.190488801929,86926.5675208822,403408.9167114249,0.15505032667579458,62548.68432003483,0.10250000000000001,0.556115625
1985,30,4,34,tier_1_non_vested,39907.552810178146,NA,0,4423.731974811948,102838.1225820202,436530.2855310193,0.15505032667579458,67684.16337546243,0.0875,0.4991137734374999
1985,30,5,35,tier_1_non_vested,41204.54827650893,37473.057060781946,0,5620.958559117293,119711.17032448523,466707.13627552806,0.15505032667579458,72363.0939414452,0.075,0.4554413182617187
1985,30,6,36,tier_1_vested,42543.69609549547,38690.93141525736,6267.930889271692,17684.076109278078,136654.60867895122,493807.5309507886,0.15505032667579458,76565.01898888731,0.07,0.4212832193920898
